Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
SP1,2003-10-26,Espanol,Celta,0,4,A,0,1,A,2.37,3.2,2.62,2.45,3.2,2.65,2.3,3.0,2.7,2.625,2.875,2.5,2.5,3.0,2.6,2.5,3.0,2.6,2.5,3.1,2.5,1.9,1.7,2.0,1.72,1.85,1.95,0.0,1.8,2.05,0.0,1.9,2.0,0.0,,,,,,,
SP1,2003-10-26,Mallorca,Barcelona,1,3,A,0,2,A,2.5,3.2,2.5,2.65,3.2,2.45,2.7,3.0,2.3,2.6,3.2,2.375,2.63,3.2,2.38,2.62,3.2,2.37,2.62,3.1,2.37,1.8,1.8,1.95,1.75,2.0,1.8,0.0,2.1,1.75,0.0,2.025,1.875,0.0,,,,,,,
SP1,2003-10-26,Murcia,Ath Madrid,1,3,A,0,2,A,2.3,3.2,2.7,2.4,3.25,2.65,2.4,2.9,2.7,2.2,3.2,2.8,2.38,3.0,2.75,2.37,3.0,2.75,2.3,3.0,2.8,1.9,1.7,2.0,1.72,1.8,2.0,0.0,1.8,2.05,0.0,1.775,2.125,0.0,,,,,,,
SP1,2003-10-26,Sociedad,Osasuna,1,0,H,0,0,D,1.72,3.25,4.33,1.75,3.35,4.5,1.8,3.1,3.8,1.727,3.2,4.333,1.7,3.25,4.5,1.7,3.25,4.5,1.72,3.1,4.5,1.8,1.8,1.83,1.83,2.05,1.75,-0.75,2.05,1.8,-0.75,2.1,1.8,-0.75,,,,,,,
SP1,2003-10-26,Valladolid,Ath Bilbao,2,0,H,1,0,H,2.3,3.2,2.7,2.4,3.25,2.7,2.3,3.0,2.7,2.5,3.2,2.5,2.3,3.0,2.88,2.3,3.0,2.87,2.3,3.1,2.75,1.9,1.7,1.9,1.8,2.05,1.75,-0.25,2.1,1.75,-0.25,1.8,2.1,0.0,,,,,,,
SP1,2003-10-26,Villarreal,Sevilla,3,3,D,1,2,A,2.1,3.25,3.0,2.2,3.05,3.15,2.0,2.9,3.4,2.0,3.0,3.4,2.1,3.0,3.25,2.1,3.0,3.25,2.0,3.1,3.3,1.95,1.66,2.0,1.72,1.9,1.9,-0.25,1.85,2.0,-0.25,1.85,2.05,-0.25,,,,,,,
SP1,2003-10-28,Zaragoza,Real Madrid,0,0,D,0,0,D,5.0,3.4,1.61,5.6,3.6,1.55,4.8,3.5,1.55,5.0,3.25,1.62,5.5,3.5,1.53,5.5,3.4,1.57,5.5,3.4,1.53,1.61,2.0,1.61,2.2,1.9,1.9,1.0,1.9,1.95,1.0,1.9,2.0,1.0,,,,,,,
SP1,2003-10-29,Albacete,Villarreal,2,0,H,0,0,D,2.5,3.2,2.5,2.5,3.15,2.6,2.5,3.0,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.37,3.1,2.62,1.85,1.79,1.83,1.83,1.85,1.95,0.0,1.85,2.0,0.0,1.85,2.05,0.0,,,,,,,
SP1,2003-10-29,Ath Bilbao,Malaga,2,1,H,0,1,A,1.66,3.4,4.5,1.7,3.3,4.7,1.75,3.2,4.0,1.67,3.25,4.5,1.67,3.5,4.5,1.67,3.25,4.75,1.66,3.1,5.0,1.75,1.86,1.8,1.9,1.95,1.85,-0.75,1.95,1.9,-0.75,2.0,1.9,-0.75,,,,,,,
SP1,2003-10-29,Barcelona,Murcia,3,0,H,1,0,H,1.36,4.0,7.5,1.35,4.2,8.0,1.25,4.5,9.0,1.44,3.75,6.0,1.36,4.0,7.5,1.36,4.0,7.5,1.33,4.0,8.0,1.66,1.96,1.72,2.0,1.9,1.9,-1.5,1.95,1.9,-1.5,2.0,1.9,-1.5,,,,,,,
SP1,2003-10-29,La Coruna,Mallorca,0,2,A,0,0,D,1.3,4.5,8.0,1.35,4.2,8.0,1.3,4.2,8.0,1.29,4.5,8.0,1.3,4.33,8.5,1.3,4.33,8.5,1.33,4.0,8.0,1.56,2.1,1.66,2.1,1.9,1.9,-1.5,1.9,1.95,-1.5,2.025,1.875,-1.5,,,,,,,
SP1,2003-10-29,Osasuna,Betis,2,0,H,0,0,D,2.2,3.25,2.8,2.2,3.1,3.05,2.3,2.8,2.9,2.1,3.2,3.0,2.2,3.1,3.0,2.2,3.1,3.0,2.2,3.0,3.0,1.9,1.71,1.83,1.83,1.95,1.85,-0.25,1.95,1.9,-0.25,2.05,1.85,-0.25,,,,,,,
SP1,2003-10-29,Santander,Espanol,0,1,A,0,0,D,1.66,3.4,4.5,1.65,3.3,5.1,1.7,3.2,4.2,1.62,3.25,5.0,1.67,3.5,4.5,1.67,3.25,4.75,1.66,3.1,5.0,1.7,1.9,1.9,1.8,1.8,2.0,-0.75,1.75,2.1,-0.75,1.8,2.1,-0.75,,,,,,,
SP1,2003-10-29,Sevilla,Valladolid,1,1,D,1,0,H,1.66,3.4,4.5,1.72,3.25,4.7,1.75,3.2,4.0,1.67,3.25,4.5,1.67,3.5,4.5,1.67,3.25,4.75,1.66,3.1,5.0,1.9,1.74,2.0,1.72,2.0,1.8,-0.75,1.95,1.9,-0.75,2.025,1.875,-0.75,,,,,,,
SP1,2003-10-29,Valencia,Celta,2,2,D,1,0,H,1.53,3.5,5.5,1.55,3.4,6.0,1.6,3.3,4.8,1.5,3.4,6.0,1.53,3.4,6.0,1.53,3.4,6.0,1.53,3.25,6.0,1.9,1.8,1.72,2.0,2.0,1.8,-1.0,2.0,1.85,-1.0,2.1,1.8,-1.0,,,,,,,
SP1,2003-10-30,Ath Madrid,Sociedad,4,0,H,1,0,H,2.3,3.2,2.7,2.3,3.2,2.8,2.4,2.9,2.7,2.38,3.2,2.6,2.38,3.2,2.62,2.38,3.2,2.62,2.3,3.1,2.75,1.91,1.7,1.9,1.8,1.75,2.05,0.0,1.75,2.1,0.0,1.85,2.05,0.0,,,,,,,
SP1,2003-11-01,Celta,Santander,0,1,A,0,1,A,1.61,3.4,5.0,1.75,3.25,4.5,1.75,3.2,4.0,1.67,3.25,4.5,1.67,3.25,4.75,1.67,3.25,4.75,1.61,3.3,5.0,1.85,1.74,1.83,1.83,2.22,1.65,-1.0,1.9,1.95,-0.75,2.05,1.85,-0.75,,,,,,,
SP1,2003-11-01,Murcia,La Coruna,0,0,D,0,0,D,4.0,3.25,1.8,4.25,3.25,1.8,4.0,3.2,1.75,4.0,3.2,1.8,4.33,3.25,1.73,4.33,3.25,1.73,4.2,3.25,1.72,1.74,1.85,1.83,1.83,1.7,2.15,0.75,1.95,1.9,0.5,1.95,1.95,0.5,,,,,,,
SP1,2003-11-01,Real Madrid,Ath Bilbao,3,0,H,1,0,H,1.28,4.5,9.0,1.28,4.75,9.0,1.27,4.3,8.5,1.29,4.5,8.0,1.25,4.6,10.0,1.25,4.6,10.0,1.25,4.5,10.0,1.46,2.3,1.57,2.25,1.9,1.9,-1.5,1.95,1.9,-1.5,2.025,1.875,-1.5,,,,,,,
SP1,2003-11-02,Betis,Ath Madrid,1,2,A,1,1,D,1.8,3.25,4.0,1.9,3.1,4.0,,,,1.8,3.25,3.75,1.85,3.2,3.75,1.85,3.2,3.75,1.9,3.1,3.6,1.83,1.83,1.83,1.83,1.9,1.9,-0.5,1.95,1.9,-0.5,1.9,2.0,-0.5,,,,,,,
SP1,2003-11-02,Espanol,Zaragoza,0,2,A,0,2,A,2.1,3.25,3.0,2.2,3.2,3.0,1.9,3.2,3.4,2.25,3.2,2.75,2.2,3.2,2.88,2.2,3.2,2.88,2.25,3.1,2.8,1.95,1.66,1.9,1.8,1.9,1.9,-0.25,1.85,2.0,-0.25,1.9,2.0,-0.25,,,,,,,
SP1,2003-11-02,Malaga,Sevilla,2,0,H,2,0,H,2.2,3.25,2.8,2.25,3.1,3.0,2.2,2.7,3.2,2.2,3.2,2.8,2.25,3.1,2.88,2.25,3.1,2.88,2.2,2.87,3.1,1.85,1.74,1.95,1.75,2.0,1.8,-0.25,1.9,1.95,-0.25,2.0,1.9,-0.25,,,,,,,
SP1,2003-11-02,Mallorca,Valencia,0,5,A,0,3,A,3.0,3.25,2.1,3.5,3.2,2.0,3.2,2.9,2.1,3.75,3.2,1.83,3.5,3.0,2.0,3.5,3.0,2.0,3.3,3.1,2.0,1.85,1.74,1.9,1.8,2.05,1.75,0.25,2.05,1.8,0.25,2.0,1.9,0.25,,,,,,,
SP1,2003-11-02,Sociedad,Barcelona,3,3,D,0,1,A,2.3,3.2,2.7,2.4,3.1,2.75,2.7,3.0,2.3,2.2,3.2,2.8,2.3,3.2,2.7,2.3,3.2,2.7,2.3,3.2,2.62,1.9,1.7,1.9,1.8,2.1,1.7,-0.25,1.8,2.05,0.0,1.9,2.0,0.0,,,,,,,
SP1,2003-11-02,Valladolid,Albacete,2,0,H,1,0,H,1.8,3.25,4.0,1.8,3.25,4.25,1.7,3.2,4.2,1.67,3.25,4.5,1.75,3.25,4.2,1.75,3.25,4.2,1.72,3.2,4.33,1.83,1.83,2.0,1.72,2.3,1.6,-1.0,2.1,1.75,-0.75,1.925,1.975,-0.5,,,,,,,
SP1,2003-11-02,Villarreal,Osasuna,1,0,H,1,0,H,2.1,3.25,3.0,2.1,3.1,3.3,2.1,2.7,3.5,2.1,3.2,3.0,2.1,3.1,3.2,2.1,3.1,3.2,2.0,3.1,3.3,1.95,1.66,2.05,1.7,1.85,1.95,-0.25,1.75,2.1,-0.25,1.8,2.1,-0.25,,,,,,,
SP1,2003-11-08,Ath Bilbao,Espanol,1,0,H,1,0,H,1.57,3.4,5.5,1.55,3.6,5.5,1.6,3.4,4.6,1.533,3.5,5.5,1.53,3.5,5.5,1.53,3.5,5.5,1.5,3.4,6.0,1.71,1.95,1.8,1.9,2.0,1.8,-1.0,1.95,1.9,-1.0,2.05,1.85,-1.0,,,,,,,
SP1,2003-11-08,La Coruna,Sociedad,2,1,H,0,1,A,1.66,3.4,4.5,1.65,3.5,4.85,1.7,3.2,4.2,1.615,3.25,5.0,1.67,3.4,4.5,1.61,3.4,5.0,1.57,3.3,5.5,1.65,2.0,1.8,1.9,1.8,2.0,-0.75,1.8,2.05,-0.5,1.925,1.975,-0.75,,,,,,,
SP1,2003-11-08,Zaragoza,Celta,1,1,D,1,1,D,2.25,3.25,2.75,2.28,3.15,2.88,2.5,3.0,2.5,2.25,3.2,2.75,2.25,3.25,2.75,2.3,3.1,2.8,2.37,3.0,2.7,1.95,1.71,2.0,1.72,2.0,1.8,-0.25,2.05,1.8,-0.25,2.05,1.85,-0.25,,,,,,,
SP1,2003-11-09,Albacete,Malaga,0,1,A,0,0,D,2.25,3.25,2.75,2.15,3.15,3.15,2.1,3.0,3.1,2.0,3.2,3.2,2.2,3.1,3.0,2.2,3.1,3.0,2.1,3.1,3.1,1.83,1.83,1.95,1.75,2.0,1.8,-0.25,2.0,1.85,-0.25,2.05,1.85,-0.25,,,,,,,
SP1,2003-11-09,Ath Madrid,Villarreal,1,0,H,0,0,D,1.72,3.25,4.33,1.8,3.2,4.25,1.75,3.2,4.0,1.727,3.2,4.333,1.8,3.25,4.0,1.8,3.25,4.0,1.72,3.25,4.2,1.75,1.9,1.8,1.9,1.8,2.0,-0.5,1.9,1.95,-0.5,1.95,1.95,-0.5,,,,,,,
SP1,2003-11-09,Barcelona,Betis,2,1,H,1,0,H,1.61,3.4,5.0,1.6,3.5,5.25,1.55,3.5,4.8,1.533,3.5,5.5,1.53,3.5,5.5,1.53,3.5,5.5,1.61,3.3,5.0,1.6,2.1,1.8,1.9,2.0,1.8,-1.0,2.0,1.85,-1.0,2.1,1.8,-1.0,,,,,,,
SP1,2003-11-09,Mallorca,Murcia,4,1,H,3,1,H,1.83,3.25,3.75,1.9,3.25,3.75,1.8,3.1,3.8,1.8,3.2,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.1,4.0,1.83,1.83,1.95,1.75,1.9,1.9,-0.5,1.9,1.95,-0.5,1.9,2.0,-0.5,,,,,,,
SP1,2003-11-09,Osasuna,Valladolid,1,1,D,1,1,D,1.8,3.25,4.0,1.8,3.25,4.2,1.75,3.2,4.0,1.727,3.2,4.333,1.8,3.25,4.0,1.8,3.25,4.0,1.66,3.3,4.5,1.9,1.75,2.05,1.7,1.8,2.0,-0.5,,,,1.9,2.0,-0.5,,,,,,,
SP1,2003-11-09,Sevilla,Real Madrid,4,1,H,4,0,H,5.0,3.4,1.61,4.45,3.4,1.72,4.4,3.3,1.65,4.5,3.25,1.667,4.5,3.4,1.67,4.5,3.4,1.66,4.33,3.2,1.72,1.71,1.95,1.75,1.95,1.9,1.9,0.75,1.95,1.9,0.75,2.025,1.875,0.75,,,,,,,
SP1,2003-11-09,Valencia,Santander,1,2,A,1,1,D,1.44,3.75,6.5,1.38,4.0,8.0,1.4,3.7,6.5,1.4,3.75,7.0,1.4,3.75,7.5,1.4,3.75,7.5,1.36,3.75,8.0,1.71,1.95,1.8,1.9,2.0,1.8,-1.25,1.95,1.9,-1.25,2.075,1.825,-1.25,,,,,,,
SP1,2003-11-22,Betis,La Coruna,0,0,D,0,0,D,2.62,3.2,2.37,2.75,3.2,2.4,2.7,3.0,2.3,2.6,3.2,2.38,2.7,3.1,2.38,2.7,3.1,2.38,2.7,3.0,2.37,1.85,1.74,1.95,1.85,1.95,1.85,0.0,2.0,1.85,0.0,2.0,1.9,0.0,,,,,,,
SP1,2003-11-22,Sociedad,Mallorca,0,1,A,0,1,A,1.72,3.25,4.33,1.75,3.3,4.5,1.7,3.2,4.2,1.62,3.25,5.0,1.73,3.25,4.33,1.73,3.25,4.33,1.72,3.2,4.33,1.7,1.9,1.85,1.95,2.0,1.8,-0.75,1.95,1.9,-0.75,1.95,1.95,-0.75,,,,,,,
SP1,2003-11-22,Villarreal,Barcelona,2,1,H,1,0,H,2.7,3.2,2.3,2.75,3.2,2.4,2.7,2.9,2.4,2.75,3.2,2.25,2.8,3.2,2.25,2.8,3.2,2.25,2.62,3.1,2.37,2.0,1.61,1.9,1.9,1.8,2.0,0.25,1.8,2.05,0.25,1.8,2.1,0.25,,,,,,,
SP1,2003-11-23,Celta,Ath Bilbao,0,2,A,0,0,D,2.0,3.25,3.25,2.0,3.2,3.5,1.9,3.1,3.5,1.8,3.2,4.0,2.0,3.2,3.3,2.0,3.2,3.3,1.9,3.2,3.5,2.0,1.61,1.95,1.85,2.0,1.8,-0.5,2.05,1.8,-0.5,2.1,1.8,-0.5,,,,,,,
SP1,2003-11-23,Espanol,Sevilla,1,0,H,0,0,D,2.5,3.2,2.5,2.52,3.25,2.52,2.5,3.0,2.5,2.6,3.2,2.38,2.6,3.1,2.5,2.6,3.1,2.5,2.5,3.1,2.5,1.85,1.74,2.0,1.8,1.9,1.9,0.0,1.9,1.95,0.0,1.9,2.0,0.0,,,,,,,
SP1,2003-11-23,Malaga,Osasuna,0,0,D,0,0,D,2.0,3.25,3.25,2.0,3.2,3.5,1.8,3.1,3.8,2.1,3.0,3.2,2.0,3.2,3.3,2.0,3.2,3.3,1.9,3.1,3.6,1.45,2.5,2.1,1.7,1.75,2.05,-2.0,1.9,1.95,-2.25,2.0,1.9,0.0,,,,,,,
SP1,2003-11-23,Murcia,Valencia,2,2,D,1,1,D,4.0,3.25,1.8,4.1,3.3,1.8,4.0,3.2,1.75,4.33,3.2,1.73,4.33,3.25,1.73,4.33,3.25,1.73,4.0,3.1,1.8,1.95,1.66,2.1,1.7,2.0,1.8,-0.5,2.0,1.85,-0.5,2.1,1.8,-0.5,,,,,,,
SP1,2003-11-23,Real Madrid,Albacete,2,1,H,1,1,D,1.14,6.5,12.0,1.15,6.25,17.0,1.15,6.0,12.0,1.14,6.0,13.0,1.14,6.0,13.0,1.14,6.0,13.0,1.12,6.0,15.0,1.74,1.85,1.53,2.4,2.0,1.8,0.5,2.05,1.8,0.5,2.0,1.9,0.5,,,,,,,
SP1,2003-11-23,Santander,Zaragoza,1,2,A,1,1,D,1.72,3.25,4.33,1.8,3.3,4.1,1.8,3.1,3.8,1.8,3.2,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.25,3.8,2.0,1.61,2.0,1.8,1.8,2.0,-0.5,1.9,1.95,-0.5,1.85,2.05,-0.5,,,,,,,
SP1,2003-11-23,Valladolid,Ath Madrid,3,1,H,2,1,H,2.37,3.2,2.62,2.45,3.25,2.6,2.4,3.0,2.6,2.38,3.2,2.6,2.4,3.2,2.6,2.4,3.2,2.6,2.37,3.1,2.62,1.9,1.7,2.0,1.8,1.8,2.0,0.0,2.1,1.75,-0.25,2.1,1.8,-0.25,,,,,,,
SP1,2003-11-29,Ath Madrid,Malaga,2,0,H,1,0,H,1.72,3.25,4.33,1.72,3.35,4.5,1.65,3.2,4.6,1.67,3.25,4.5,1.73,3.25,4.33,1.73,3.25,4.33,1.66,3.3,4.5,1.71,1.95,1.95,1.85,1.95,1.85,-0.75,1.95,1.9,0.5,1.8,2.1,-0.5,,,,,,,
SP1,2003-11-29,Murcia,Sociedad,2,2,D,0,1,A,2.5,3.2,2.5,2.65,3.0,2.55,2.7,2.9,2.4,2.6,3.2,2.38,2.62,3.2,2.38,2.7,3.1,2.38,2.5,3.1,2.5,1.83,1.83,2.0,1.8,1.95,1.85,0.0,1.95,1.9,0.0,2.05,1.85,0.0,,,,,,,
SP1,2003-11-29,Osasuna,Real Madrid,1,1,D,1,0,H,3.75,3.25,1.83,4.0,3.3,1.8,3.5,3.1,1.9,3.75,3.25,1.8,4.33,3.4,1.67,4.2,3.3,1.75,3.75,3.2,1.83,1.65,2.0,1.85,1.95,2.0,1.8,0.5,2.0,1.85,0.5,2.0,1.9,0.5,,,,,,,
SP1,2003-11-29,Valencia,Zaragoza,3,2,H,3,0,H,1.4,3.75,7.5,1.44,3.75,7.5,1.4,3.9,6.0,1.44,3.6,6.5,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.6,7.5,1.71,1.95,1.85,1.95,2.05,1.75,-1.25,1.8,2.05,-1.0,1.8,2.1,-1.0,,,,,,,
SP1,2003-11-30,Albacete,Espanol,2,1,H,1,1,D,2.2,3.25,2.8,2.1,3.2,3.2,2.0,3.1,3.2,1.91,3.2,3.5,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.1,3.3,1.9,1.75,2.05,1.75,1.8,2.0,-0.25,1.85,2.0,-0.25,1.925,1.975,-0.25,,,,,,,
SP1,2003-11-30,Ath Bilbao,Santander,1,2,A,1,1,D,1.8,3.25,4.0,1.9,3.25,3.8,1.75,3.2,4.0,1.73,3.2,4.33,1.83,3.25,3.75,1.83,3.25,3.8,1.8,3.1,4.0,1.71,1.95,1.95,1.85,1.9,1.9,-0.5,1.9,1.95,-0.5,1.9,2.0,-0.5,,,,,,,
SP1,2003-11-30,Barcelona,Valladolid,0,0,D,0,0,D,1.5,3.5,6.0,1.5,3.65,6.2,1.45,3.6,5.8,1.44,3.6,6.5,1.44,3.5,7.0,1.44,3.6,7.0,1.44,3.6,6.5,1.6,2.1,1.8,2.0,1.8,2.0,-1.0,1.85,2.0,-1.0,1.95,1.95,-1.0,,,,,,,
SP1,2003-11-30,La Coruna,Villarreal,0,1,A,0,0,D,1.44,3.75,6.5,1.48,3.85,6.0,1.4,3.9,6.0,1.44,3.6,6.5,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.75,7.0,1.83,1.83,1.8,2.0,1.9,1.9,-1.0,1.9,1.95,-1.0,1.9,2.0,-1.0,,,,,,,
SP1,2003-11-30,Mallorca,Betis,2,1,H,1,1,D,2.0,3.25,3.25,2.1,3.2,3.3,2.1,3.0,3.1,2.0,3.2,3.2,2.1,3.2,3.1,2.1,3.2,3.1,2.1,3.2,3.0,1.71,1.95,1.95,1.85,1.95,1.85,-0.25,1.9,1.95,-0.25,1.875,2.025,-0.25,,,,,,,
SP1,2003-11-30,Sevilla,Celta,0,1,A,0,1,A,2.1,3.0,3.25,2.1,3.1,3.35,2.2,2.8,3.1,2.0,3.2,3.2,2.1,3.0,3.25,2.1,3.0,3.25,2.1,3.0,3.2,1.9,1.75,2.05,1.75,1.8,2.0,-0.25,1.85,2.0,-0.25,1.9,2.0,-0.25,,,,,,,
SP1,2003-12-02,Sociedad,Valencia,0,0,D,0,0,D,2.5,3.25,2.4,2.7,3.1,2.5,2.7,2.8,2.5,2.5,3.2,2.5,2.62,3.2,2.38,2.62,3.2,2.38,2.75,3.1,2.3,1.85,1.85,,,1.9,1.9,0.0,2.05,1.8,0.0,2.05,1.85,0.0,,,,,,,
SP1,2003-12-03,Betis,Murcia,1,1,D,0,0,D,1.61,3.5,4.5,1.65,3.4,5.2,1.6,3.3,4.8,1.57,3.5,5.0,1.67,3.4,4.5,1.67,3.4,4.5,1.57,3.5,5.0,1.79,1.9,,,2.1,1.7,-1.0,2.1,1.75,-1.0,1.85,2.05,-0.75,,,,,,,
SP1,2003-12-03,Celta,Albacete,2,2,D,1,1,D,1.61,3.5,4.5,1.65,3.4,5.2,1.7,3.2,4.2,1.62,3.25,5.0,1.62,3.4,5.0,1.62,3.4,5.0,1.57,3.3,5.5,1.85,1.85,,,1.85,1.95,-0.75,1.8,2.05,-0.75,1.825,2.075,-0.75,,,,,,,
SP1,2003-12-03,Espanol,Osasuna,0,1,A,0,0,D,2.37,3.1,2.62,2.65,3.1,2.55,2.5,3.0,2.5,2.62,2.88,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.1,2.6,1.95,1.75,,,1.9,1.9,0.0,2.0,1.85,0.0,1.9,2.0,0.0,,,,,,,
SP1,2003-12-03,Malaga,Barcelona,5,1,H,2,0,H,2.5,3.1,2.5,2.8,3.2,2.38,2.7,3.0,2.3,2.6,3.2,2.38,2.7,3.2,2.3,2.7,3.2,2.3,2.8,3.1,2.25,1.9,1.79,,,2.0,1.8,0.0,2.05,1.8,0.0,2.025,1.875,0.0,,,,,,,
SP1,2003-12-03,Real Madrid,Ath Madrid,2,0,H,2,0,H,1.44,3.75,6.0,1.5,3.7,6.5,1.55,3.5,4.8,1.4,3.75,7.0,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.6,6.5,1.55,2.25,,,1.85,1.95,-1.0,2.05,1.8,-1.25,1.85,2.05,-1.0,,,,,,,
SP1,2003-12-03,Valladolid,La Coruna,1,1,D,0,0,D,2.5,3.1,2.5,2.7,3.2,2.45,2.5,3.0,2.5,2.6,3.2,2.38,2.62,3.2,2.38,2.62,3.2,2.38,2.62,3.1,2.37,1.9,1.79,,,1.95,1.85,0.0,2.0,1.85,0.0,2.0,1.9,0.0,,,,,,,
SP1,2003-12-03,Villarreal,Mallorca,0,2,A,0,0,D,1.83,3.2,3.75,1.95,3.2,3.75,1.85,3.1,3.6,1.91,3.2,3.5,1.91,3.2,3.6,1.91,3.2,3.6,1.83,3.2,3.75,1.85,1.85,,,1.95,1.85,-0.5,1.95,1.9,-0.5,2.05,1.85,-0.5,,,,,,,
SP1,2003-12-04,Santander,Sevilla,0,4,A,0,3,A,1.9,3.25,3.4,2.05,3.15,3.5,2.0,3.0,3.3,2.0,3.2,3.2,2.0,3.1,3.4,2.0,3.1,3.4,1.9,3.2,3.5,1.9,1.79,2.0,1.8,2.0,1.8,-0.5,2.05,1.8,-0.5,2.05,1.85,-0.5,,,,,,,
SP1,2003-12-04,Zaragoza,Ath Bilbao,2,2,D,1,2,A,2.25,3.2,2.75,2.25,3.1,3.1,2.3,2.9,2.8,2.1,3.2,3.0,2.2,3.2,2.88,2.2,3.2,2.88,2.3,3.1,2.75,1.95,1.75,2.05,1.75,2.0,1.8,-0.25,1.95,1.9,-0.25,2.05,1.85,-0.25,,,,,,,
SP1,2003-12-06,Barcelona,Real Madrid,1,2,A,0,1,A,2.75,3.25,2.25,2.8,3.25,2.3,2.7,2.9,2.4,2.6,3.2,2.375,2.8,3.2,2.25,2.8,3.2,2.25,2.8,3.1,2.25,1.7,1.9,1.9,1.9,1.8,2.0,0.25,1.9,1.95,0.25,1.9,2.0,0.25,,,,,,,
SP1,2003-12-06,La Coruna,Malaga,1,0,H,0,0,D,1.5,3.5,6.0,1.43,3.65,7.75,1.45,3.6,5.8,1.444,3.6,6.5,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.5,7.0,1.83,1.83,1.8,2.0,1.85,1.95,-1.0,2.05,1.75,-1.0,1.925,1.975,-1.0,,,,,,,
SP1,2003-12-06,Osasuna,Celta,3,2,H,1,1,D,1.9,3.25,3.5,2.06,3.3,3.2,2.0,3.1,3.2,2.1,3.2,3.0,2.0,3.2,3.3,2.0,3.2,3.3,2.0,3.1,3.3,1.95,1.66,2.0,1.8,1.8,2.0,-0.25,1.9,1.95,-0.25,1.85,2.05,-0.25,,,,,,,
SP1,2003-12-06,Sociedad,Betis,0,4,A,0,2,A,1.9,3.25,3.5,1.82,3.3,4.0,1.9,3.1,3.5,1.8,3.2,4.0,1.85,3.2,3.75,1.85,3.2,3.75,1.83,3.0,4.0,1.85,1.74,1.95,1.85,1.82,1.97,-0.5,,,,2.025,1.875,-0.5,,,,,,,
SP1,2003-12-07,Albacete,Santander,4,0,H,1,0,H,2.4,3.2,2.6,2.55,3.25,2.48,2.5,3.0,2.5,2.6,3.2,2.375,2.4,3.2,2.6,2.4,3.2,2.6,2.5,3.1,2.5,1.83,1.83,2.0,1.8,1.85,1.95,0.0,1.85,2.0,0.0,1.85,2.05,0.0,,,,,,,
SP1,2003-12-07,Ath Madrid,Espanol,2,0,H,1,0,H,1.44,3.75,6.5,1.5,3.5,6.65,1.45,3.6,5.8,1.533,3.5,5.5,1.5,3.5,6.0,1.5,3.5,6.0,1.4,3.75,7.0,1.75,1.9,1.85,1.95,1.85,1.95,-1.0,1.85,2.0,-0.75,1.825,2.075,-1.0,,,,,,,
SP1,2003-12-07,Mallorca,Valladolid,1,0,H,1,0,H,1.83,3.25,3.75,1.92,3.2,3.7,1.9,3.1,3.5,2.1,3.0,3.2,1.91,3.2,3.6,1.9,3.2,3.6,1.9,3.1,3.6,1.85,1.74,1.95,1.85,1.92,1.88,-0.5,2.1,1.75,-0.5,2.05,1.85,-0.5,,,,,,,
SP1,2003-12-07,Murcia,Villarreal,1,1,D,1,0,H,2.5,3.2,2.5,2.6,3.25,2.4,2.6,2.8,2.6,2.75,3.2,2.25,2.6,3.2,2.4,2.6,3.2,2.4,2.6,3.1,2.4,1.85,1.74,2.05,1.75,1.95,1.85,0.0,,,,1.925,1.975,0.0,,,,,,,
SP1,2003-12-07,Sevilla,Zaragoza,3,2,H,1,2,A,1.9,3.25,3.4,1.91,3.3,3.62,1.85,2.9,4.0,2.0,3.2,3.2,2.0,3.2,3.3,2.0,3.2,3.3,1.83,3.2,3.75,1.85,1.74,1.95,1.85,1.91,1.89,-0.5,1.85,2.0,-0.5,2.075,1.825,-0.5,,,,,,,
SP1,2003-12-07,Valencia,Ath Bilbao,2,1,H,1,0,H,1.5,3.4,6.0,1.56,3.4,5.95,1.5,3.5,5.4,1.571,3.25,5.5,1.53,3.6,5.5,1.53,3.6,5.5,1.53,3.4,5.5,1.83,1.83,1.9,1.9,2.0,1.8,-1.0,2.05,1.8,-1.0,2.05,1.85,-1.0,,,,,,,
