Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5
SP1,2003-05-04,Alaves,Celta,0,0,D,0,0,D,3.0,3.2,2.1,2.8,3.15,2.33,2.7,3.0,2.3,2.8,3.2,2.2,2.88,3.1,2.25,2.875,3.1,2.25,2.8,3.1,2.25,2.15,1.7,2.1,1.66
SP1,2003-05-04,Barcelona,Vallecano,3,0,H,0,0,D,1.333,4.0,8.0,1.27,4.85,9.0,1.25,4.5,9.0,1.3,4.333,8.0,1.3,4.33,8.5,1.3,4.333,8.5,1.28,4.33,8.5,1.58,2.27,1.66,2.1
SP1,2003-05-04,Betis,Espanol,1,1,D,1,0,H,1.833,3.2,3.75,1.8,3.35,4.0,1.9,3.0,3.6,1.8,3.2,4.0,1.8,3.2,4.0,1.8,3.2,4.0,1.9,3.0,3.75,1.93,1.83,1.9,1.8
SP1,2003-05-04,La Coruna,Recreativo,5,0,H,4,0,H,1.364,3.75,8.0,1.35,4.25,7.8,1.35,4.0,7.0,1.364,3.75,8.0,1.33,4.0,8.5,1.333,4.0,8.5,1.36,3.75,8.0,1.75,1.95,1.72,2.0
SP1,2003-05-04,Osasuna,Ath Bilbao,1,5,A,0,3,A,2.25,3.0,2.875,1.95,3.35,3.35,2.2,2.9,3.0,2.1,3.2,3.0,2.3,3.1,2.8,2.25,3.1,2.9,2.2,3.1,2.87,,,2.0,1.72
SP1,2003-05-04,Santander,Valencia,2,1,H,2,1,H,2.625,3.1,2.375,2.85,3.1,2.32,2.9,3.0,2.2,2.6,3.2,2.375,2.8,3.1,2.3,2.8,3.1,2.3,2.75,3.1,2.3,2.0,1.78,2.0,1.72
SP1,2003-05-04,Valladolid,Ath Madrid,3,1,H,1,0,H,2.2,3.2,2.8,2.25,3.15,2.92,2.1,3.0,3.1,2.2,3.2,2.8,2.25,3.1,2.88,2.25,3.1,2.875,2.2,3.1,2.87,1.9,1.78,2.0,1.72
SP1,2003-05-04,Villarreal,Malaga,0,0,D,0,0,D,2.25,3.0,2.875,2.25,3.1,2.97,2.3,3.0,2.7,2.2,3.2,2.8,2.3,3.1,2.8,2.3,3.2,2.8,2.25,3.1,2.8,2.03,1.77,2.0,1.72
SP1,2003-05-10,Ath Bilbao,Valladolid,0,0,D,0,0,D,1.727,3.2,4.333,1.7,3.35,4.65,1.75,3.2,4.0,1.667,3.25,4.5,1.7,3.25,4.5,1.7,3.25,4.5,1.66,3.3,4.5,1.75,1.85,1.83,1.83
SP1,2003-05-10,Ath Madrid,Alaves,0,1,A,0,0,D,1.727,3.2,4.333,1.7,3.35,4.65,1.75,3.2,4.0,1.667,3.25,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5,1.75,1.85,2.0,1.72
SP1,2003-05-10,Espanol,Osasuna,0,0,D,0,0,D,1.727,3.2,4.333,1.75,3.25,4.5,1.75,3.2,4.0,1.727,3.2,4.333,1.73,3.25,4.33,1.727,3.25,4.333,1.66,3.3,4.5,1.8,1.8,2.1,1.66
SP1,2003-05-10,Malaga,La Coruna,0,2,A,0,1,A,2.875,3.0,2.25,2.95,3.2,2.2,2.9,3.0,2.2,2.75,3.2,2.25,,,,2.875,3.1,2.25,2.75,3.1,2.3,1.7,1.9,2.0,1.72
SP1,2003-05-10,Recreativo,Real Madrid,0,0,D,0,0,D,4.5,3.3,1.667,5.0,3.5,1.62,4.4,3.3,1.65,4.5,3.25,1.667,5.0,3.4,1.62,5.0,3.4,1.615,4.33,3.4,1.66,1.65,1.95,1.72,2.0
SP1,2003-05-11,Celta,Santander,2,2,D,1,0,H,1.667,3.3,4.5,1.65,3.4,5.0,1.7,3.2,4.2,1.571,3.25,5.5,1.57,3.4,5.5,1.571,3.4,5.5,1.57,3.5,5.0,1.75,1.85,2.0,1.72
SP1,2003-05-11,Mallorca,Sociedad,1,3,A,0,2,A,2.375,3.1,2.625,2.3,3.2,2.8,2.3,3.0,2.7,2.375,3.2,2.6,2.38,3.1,2.7,2.375,3.1,2.7,2.25,3.1,2.8,1.7,1.9,1.8,1.9
SP1,2003-05-11,Sevilla,Barcelona,0,0,D,0,0,D,2.625,3.1,2.375,2.85,3.2,2.25,2.9,3.0,2.2,2.6,3.2,2.375,2.75,3.2,2.3,2.75,3.2,2.3,2.75,3.1,2.3,1.7,1.9,1.9,1.8
SP1,2003-05-11,Valencia,Villarreal,1,2,A,0,2,A,1.444,3.6,6.5,1.45,3.7,7.2,1.4,3.7,6.5,1.364,3.75,8.0,1.44,3.6,7.0,1.444,3.6,7.0,1.44,3.6,6.5,1.75,1.85,1.9,1.8
SP1,2003-05-11,Vallecano,Betis,1,1,D,1,1,D,2.5,3.1,2.5,2.55,3.2,2.5,2.5,3.0,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.7,1.9,1.9,1.8
SP1,2003-05-17,La Coruna,Valencia,1,2,A,0,1,A,1.73,3.2,4.33,1.67,3.5,4.6,1.75,3.2,4.0,1.67,3.25,4.5,1.73,3.25,4.33,1.73,3.25,4.33,1.66,3.4,4.33,1.85,1.75,,
SP1,2003-05-17,Santander,Ath Madrid,0,2,A,0,0,D,1.91,3.2,3.5,2.0,3.0,3.75,1.9,3.0,3.6,1.83,3.0,4.0,1.91,3.2,3.6,1.91,3.2,3.6,1.83,3.0,4.0,1.75,1.85,,
SP1,2003-05-18,Alaves,Ath Bilbao,2,4,A,2,1,H,2.38,3.1,2.63,2.4,3.0,2.85,2.3,2.9,2.8,2.25,3.2,2.75,2.4,3.1,2.63,2.4,3.1,2.63,2.4,3.1,2.6,1.7,1.9,,
SP1,2003-05-18,Barcelona,Mallorca,1,2,A,0,1,A,1.73,3.4,4.0,1.75,3.25,4.5,1.6,3.4,4.6,1.62,3.5,4.5,1.73,3.4,4.2,1.73,3.4,4.2,2.2,3.1,2.87,1.7,2.0,,
SP1,2003-05-18,Osasuna,Betis,2,1,H,2,1,H,2.3,3.2,2.63,2.3,3.1,2.9,2.2,3.0,2.9,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.2,2.75,1.72,3.2,4.33,1.8,1.8,,
SP1,2003-05-18,Real Madrid,Malaga,5,1,H,3,0,H,1.29,4.5,8.0,1.33,4.25,8.5,1.35,4.0,7.0,1.33,4.0,8.0,1.29,4.5,8.5,1.29,4.5,8.5,1.3,4.33,8.0,1.5,2.25,,
SP1,2003-05-18,Sevilla,Vallecano,3,3,D,1,0,H,1.62,3.25,5.0,1.6,3.5,5.25,,,,1.62,3.25,5.0,1.57,3.5,5.0,1.57,3.5,5.0,1.61,3.3,5.0,1.8,1.8,,
SP1,2003-05-18,Sociedad,Recreativo,1,0,H,1,0,H,1.36,3.75,8.0,1.35,4.1,8.5,1.35,4.0,7.0,1.33,4.0,8.0,1.36,4.0,7.5,1.36,4.0,7.5,1.33,4.0,8.0,1.6,2.05,,
SP1,2003-05-18,Valladolid,Espanol,1,1,D,1,1,D,2.1,2.8,3.4,2.2,2.8,3.45,2.0,2.8,3.6,2.1,2.75,3.5,2.1,2.8,3.5,2.1,2.8,3.5,2.1,2.87,3.3,1.9,1.7,,
SP1,2003-05-18,Villarreal,Celta,5,0,H,0,0,D,2.5,3.1,2.5,2.55,3.0,2.65,2.5,3.0,2.5,2.5,2.88,2.63,2.5,3.0,2.6,2.5,3.0,2.6,2.62,2.9,2.5,1.85,1.75,,
SP1,2003-05-24,Ath Bilbao,Santander,2,1,H,0,0,D,1.667,3.3,4.5,1.7,3.4,4.5,1.7,3.1,4.4,1.615,3.25,5.0,1.67,3.25,4.75,1.667,3.3,4.6,1.66,3.3,4.5,1.75,1.95,,
SP1,2003-05-24,Ath Madrid,Villarreal,3,2,H,1,2,A,1.833,3.2,3.75,1.9,3.25,3.75,1.8,3.1,3.8,1.833,3.0,4.0,1.83,3.2,3.75,1.85,3.2,3.75,1.83,3.2,3.75,1.9,1.8,,
SP1,2003-05-24,Celta,La Coruna,3,0,H,0,0,D,2.4,3.25,2.5,2.7,3.2,2.4,2.6,3.0,2.4,2.75,3.0,2.375,2.63,3.2,2.38,2.7,3.1,2.4,2.5,3.1,2.5,1.9,1.8,,
SP1,2003-05-24,Valencia,Real Madrid,1,2,A,1,1,D,2.5,3.1,2.5,2.7,3.2,2.4,2.6,3.0,2.4,2.5,3.2,2.5,2.63,3.2,2.38,2.6,3.2,2.4,2.5,3.1,2.5,1.85,1.85,,
SP1,2003-05-24,Vallecano,Osasuna,0,0,D,0,0,D,2.375,3.1,2.625,2.37,3.2,2.7,2.2,3.1,2.8,2.5,3.2,2.5,2.38,3.2,2.63,2.4,3.2,2.6,2.4,3.25,2.5,1.95,1.75,,
SP1,2003-05-25,Betis,Valladolid,2,2,D,0,0,D,1.909,3.2,3.5,1.9,3.1,4.0,1.8,3.1,3.8,1.909,2.875,4.0,1.8,3.2,4.0,1.8,3.2,4.0,1.9,3.2,3.5,1.95,1.75,,
SP1,2003-05-25,Espanol,Alaves,3,1,H,1,0,H,1.727,3.2,4.333,1.75,3.25,4.25,1.85,3.0,3.8,1.727,3.2,4.333,1.73,3.25,4.33,1.75,3.2,4.333,1.8,3.1,4.0,1.9,1.8,,
SP1,2003-05-25,Malaga,Sociedad,0,2,A,0,0,D,2.75,3.25,2.2,2.9,3.3,2.2,2.8,3.1,2.2,2.8,3.2,2.2,2.88,3.25,2.2,2.8,3.25,2.2,2.8,3.2,2.2,1.8,1.9,,
SP1,2003-05-25,Mallorca,Sevilla,1,3,A,1,1,D,1.727,3.2,4.333,1.75,3.25,4.5,1.75,3.2,4.0,1.615,3.25,5.0,1.73,3.25,4.33,1.727,3.25,4.333,1.8,3.1,4.0,1.95,1.75,,
SP1,2003-05-25,Recreativo,Barcelona,1,3,A,0,1,A,2.625,3.2,2.3,2.8,3.2,2.3,3.0,3.1,2.1,2.8,3.2,2.2,2.88,3.25,2.2,2.8,3.25,2.2,2.8,3.2,2.2,1.75,1.95,,
SP1,2003-05-31,Real Madrid,Celta,1,1,D,0,1,A,1.44,3.75,6.0,1.4,4.1,7.0,1.45,3.8,5.4,1.4,3.75,7.0,1.33,4.0,8.5,1.33,4.0,9.0,1.4,3.75,7.0,1.7,2.0,,
SP1,2003-06-01,Alaves,Betis,0,1,A,0,0,D,1.83,3.4,3.5,1.9,3.5,3.35,1.75,3.3,3.8,2.0,3.2,3.2,,,,1.85,3.25,3.6,1.8,3.4,3.6,1.75,1.95,,
SP1,2003-06-01,Barcelona,Malaga,2,1,H,1,0,H,1.36,4.0,7.0,1.4,4.1,7.0,1.35,4.0,7.0,1.44,3.6,6.5,1.36,4.0,7.5,1.36,4.0,7.5,1.36,4.2,6.5,1.75,1.95,,
SP1,2003-06-01,La Coruna,Ath Madrid,3,2,H,1,1,D,1.61,3.5,4.5,1.7,3.4,4.5,1.7,3.3,4.0,1.67,3.25,4.5,1.62,3.25,5.5,1.62,3.25,5.5,1.61,3.5,4.5,1.7,2.0,,
SP1,2003-06-01,Mallorca,Vallecano,1,1,D,0,0,D,1.44,4.0,5.5,1.45,4.0,6.0,1.45,4.0,4.5,1.4,4.0,6.5,1.4,4.0,6.5,1.4,4.0,6.5,1.4,4.33,5.5,1.65,2.05,,
SP1,2003-06-01,Santander,Espanol,5,2,H,2,0,H,2.25,2.5,3.5,2.4,2.35,3.75,2.0,2.3,4.4,2.5,2.4,3.25,2.1,2.62,3.75,2.25,2.5,3.75,2.4,2.2,4.0,,,,
SP1,2003-06-01,Sevilla,Recreativo,1,0,H,0,0,D,1.66,3.4,4.33,1.72,3.5,4.2,1.8,3.4,3.5,1.67,3.4,4.33,1.67,3.4,4.5,1.67,3.4,4.5,1.72,3.5,3.8,2.0,1.7,,
SP1,2003-06-01,Sociedad,Valencia,1,1,D,1,1,D,1.9,3.2,3.5,1.95,3.25,3.45,1.9,3.2,3.4,1.83,3.2,3.75,1.83,3.25,3.75,1.85,3.2,3.75,1.9,3.25,3.4,1.9,1.8,,
SP1,2003-06-01,Valladolid,Osasuna,0,2,A,0,2,A,2.25,2.5,3.6,2.3,2.5,3.7,2.4,2.3,3.2,2.2,2.38,4.0,,,,2.25,2.5,3.75,2.3,2.37,3.75,,,,
SP1,2003-06-01,Villarreal,Ath Bilbao,1,1,D,1,1,D,2.5,3.1,2.5,2.6,3.2,2.45,2.8,2.9,2.3,2.75,3.2,2.25,2.5,3.0,2.62,2.5,3.1,2.6,2.5,3.1,2.5,1.65,2.05,,
SP1,2003-06-14,Valladolid,Vallecano,2,0,H,0,0,D,1.667,3.3,4.5,1.7,3.4,4.5,1.7,3.3,4.0,1.727,3.2,4.333,1.67,3.4,4.5,1.66,3.4,4.5,1.72,3.25,4.2,,,,
SP1,2003-06-15,Ath Bilbao,La Coruna,3,2,H,2,0,H,2.3,3.2,2.625,2.37,3.25,2.7,2.3,3.1,2.6,2.5,3.25,2.4,2.38,3.2,2.63,2.37,3.25,2.6,2.3,3.2,2.62,1.752,1.9,,
SP1,2003-06-15,Ath Madrid,Real Madrid,0,4,A,0,3,A,4.333,3.4,1.667,5.25,3.7,1.55,4.2,3.2,1.7,4.0,3.4,1.727,4.5,3.4,1.67,4.5,3.4,1.66,4.33,3.4,1.66,1.63,2.0,,
SP1,2003-06-15,Betis,Santander,4,2,H,2,0,H,1.727,3.4,4.0,1.7,3.5,4.35,1.6,3.5,4.4,1.571,3.75,4.5,1.62,3.4,5.0,1.61,3.4,5.0,1.66,3.3,4.5,,,,
SP1,2003-06-15,Celta,Sociedad,3,2,H,1,0,H,2.5,3.1,2.5,2.45,3.15,2.65,2.4,3.1,2.5,2.25,3.4,2.625,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.85,1.8,,
SP1,2003-06-15,Espanol,Villarreal,2,2,D,1,0,H,1.8,3.3,3.75,1.8,3.3,4.0,1.8,3.2,3.7,1.8,3.25,3.75,1.83,3.25,3.75,1.83,3.3,3.75,1.72,3.2,4.33,,,,
SP1,2003-06-15,Malaga,Sevilla,3,2,H,1,1,D,2.75,3.25,2.2,2.9,3.2,2.22,2.8,3.1,2.2,3.4,3.25,1.909,2.8,3.2,2.25,2.8,3.2,2.25,2.8,3.2,2.2,,,,
SP1,2003-06-15,Osasuna,Alaves,4,2,H,1,1,D,1.727,3.2,4.333,1.77,3.3,4.25,1.75,3.3,3.8,1.727,3.2,4.333,1.73,3.25,4.33,1.72,3.25,4.33,1.72,3.25,4.2,,,,
SP1,2003-06-15,Recreativo,Mallorca,1,1,D,0,1,A,2.4,3.25,2.5,2.4,3.25,2.6,2.4,3.2,2.4,2.25,3.2,2.75,2.5,3.2,2.5,2.5,3.2,2.5,2.37,3.3,2.5,,,,
SP1,2003-06-15,Valencia,Barcelona,1,3,A,0,1,A,2.0,3.2,3.2,2.05,3.25,3.25,2.0,3.1,3.2,2.0,3.4,3.0,2.0,3.25,3.25,2.0,3.3,3.2,2.0,3.3,3.1,,,,
SP1,2003-06-21,Alaves,Valladolid,1,1,D,0,1,A,2.2,3.25,2.75,2.2,3.15,2.8,2.2,3.1,2.8,2.25,3.2,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.2,3.0,3.0,,,,
SP1,2003-06-21,La Coruna,Espanol,2,1,H,0,1,A,1.4,3.75,7.0,1.45,3.55,6.5,1.5,3.7,5.0,1.444,3.6,6.5,1.4,3.75,7.5,1.4,3.75,7.5,1.44,3.6,6.5,,,,
SP1,2003-06-21,Mallorca,Malaga,1,0,H,0,0,D,1.909,3.2,3.5,1.85,3.25,3.55,1.9,3.1,3.5,1.833,3.0,4.0,1.91,3.25,3.5,1.9,3.25,3.5,1.9,3.2,3.5,,,,
SP1,2003-06-21,Santander,Osasuna,2,3,A,1,2,A,1.909,3.2,3.5,1.9,3.25,3.4,2.1,3.1,3.0,2.0,3.2,3.2,1.91,3.25,3.5,1.9,3.25,3.5,1.9,3.2,3.5,,,,
SP1,2003-06-21,Sevilla,Valencia,0,3,A,0,2,A,2.2,3.4,2.625,2.0,3.15,3.2,2.1,3.1,3.0,2.0,3.4,3.0,2.0,3.3,3.2,2.0,3.3,3.2,2.0,3.2,3.2,,,,
SP1,2003-06-21,Vallecano,Recreativo,0,0,D,0,0,D,2.0,3.2,3.2,1.95,3.25,3.25,1.85,3.1,3.6,1.833,3.4,3.5,1.91,3.25,3.5,1.9,3.25,3.5,1.9,3.2,3.5,,,,
SP1,2003-06-22,Barcelona,Celta,2,0,H,1,0,H,1.333,4.5,6.5,1.3,5.0,6.4,1.3,4.4,7.0,1.364,4.5,6.0,1.36,4.33,6.5,1.36,4.33,6.5,1.3,5.0,6.5,,,,
SP1,2003-06-22,Real Madrid,Ath Bilbao,3,1,H,2,1,H,1.222,5.5,8.0,1.25,5.0,8.0,1.3,4.4,7.0,1.25,5.0,8.0,1.22,5.5,8.5,1.22,5.5,8.5,1.22,5.5,8.0,,,,
SP1,2003-06-22,Sociedad,Ath Madrid,3,0,H,0,0,D,1.286,5.0,7.0,1.35,4.5,6.0,1.3,4.4,7.0,1.222,5.0,10.0,1.3,4.5,8.0,1.3,4.5,8.0,1.33,4.33,7.0,,,,
SP1,2003-06-22,Villarreal,Betis,1,4,A,1,2,A,2.25,3.2,2.75,2.4,3.2,2.5,2.3,3.1,2.6,2.25,3.2,2.75,2.3,3.3,2.63,2.3,3.3,2.62,2.5,3.1,2.5,,,,
