Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5
SP1,2002-11-24,Mallorca,Villarreal,1,1,D,0,1,A,1.571,3.25,5.5,1.6,3.45,5.3,1.65,3.2,4.6,1.57,3.25,5.5,1.62,3.4,5.0,1.615,3.4,5.0,1.53,3.4,5.5,1.85,1.8,1.83,1.83
SP1,2002-11-24,Recreativo,Santander,2,1,H,0,1,A,2.5,2.875,2.625,2.6,3.1,2.6,2.5,3.0,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.89,1.75,2.0,1.72
SP1,2002-11-24,Valencia,Valladolid,2,0,H,2,0,H,1.364,3.75,8.0,1.4,3.96,8.0,1.5,3.5,5.4,1.44,3.6,6.5,1.4,3.75,7.5,1.4,3.75,7.5,1.36,3.75,8.0,1.75,1.85,1.83,1.83
SP1,2002-11-30,Osasuna,Ath Madrid,1,0,H,0,0,D,2.5,3.1,2.5,2.55,3.05,2.6,2.8,2.9,2.3,2.62,2.88,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.62,2.9,2.5,1.8,1.8,1.8,1.9
SP1,2002-12-01,Alaves,Valencia,0,0,D,0,0,D,3.0,3.2,2.1,3.2,3.2,2.1,2.9,3.0,2.2,3.0,3.0,2.2,2.88,3.2,2.2,2.875,3.2,2.2,3.4,3.0,2.0,1.95,1.65,2.0,1.72
SP1,2002-12-01,Betis,Ath Bilbao,1,0,H,0,0,D,1.727,3.1,4.5,1.75,3.25,4.5,1.65,3.2,4.6,1.67,3.25,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5,1.7,1.9,1.8,1.9
SP1,2002-12-01,Espanol,Vallecano,3,1,H,1,0,H,2.0,3.2,3.2,2.0,3.2,3.45,1.9,3.1,3.5,2.0,3.2,3.2,2.05,3.2,3.2,2.05,3.2,3.2,2.0,3.0,3.4,1.85,1.75,1.9,1.8
SP1,2002-12-01,La Coruna,Mallorca,2,2,D,1,2,A,1.8,3.1,4.0,1.75,3.25,4.6,1.7,3.1,4.4,1.73,3.2,4.33,1.73,3.25,4.33,1.727,3.25,4.333,1.72,3.2,4.33,1.85,1.75,1.83,1.83
SP1,2002-12-01,Santander,Malaga,1,0,H,1,0,H,2.25,3.0,2.875,2.35,3.1,2.8,2.3,2.8,2.9,2.25,3.0,2.88,2.3,3.1,2.8,2.3,3.1,2.8,2.3,3.1,2.75,1.9,1.7,2.0,1.72
SP1,2002-12-01,Sociedad,Barcelona,2,1,H,1,1,D,2.25,3.0,2.875,2.3,3.21,3.05,2.5,3.0,2.5,2.25,3.2,2.75,2.25,3.0,3.0,2.375,3.1,2.7,2.3,3.1,2.75,1.7,1.9,1.72,2.0
SP1,2002-12-01,Valladolid,Celta,0,2,A,0,1,A,2.375,3.1,2.625,2.5,3.05,2.65,2.5,3.0,2.5,2.5,2.88,2.62,2.4,3.2,2.6,2.4,3.2,2.6,2.3,3.1,2.75,1.8,1.8,1.9,1.8
SP1,2002-12-01,Villarreal,Recreativo,1,0,H,0,0,D,1.667,3.3,4.5,1.7,3.25,4.8,1.65,3.2,4.6,1.67,3.25,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5,1.85,1.75,2.0,1.72
SP1,2002-12-07,Malaga,Villarreal,1,1,D,0,0,D,1.909,3.25,3.4,1.9,3.2,3.85,1.9,2.9,3.8,2.0,3.2,3.2,1.91,3.2,3.6,1.909,3.2,3.6,2.0,3.0,3.4,1.85,1.75,1.9,1.8
SP1,2002-12-07,Recreativo,La Coruna,1,1,D,1,1,D,4.0,3.1,1.8,4.25,3.25,1.8,3.8,3.1,1.8,4.0,3.2,1.8,4.0,3.25,1.8,4.0,3.25,1.8,4.0,3.1,1.8,1.7,1.9,1.72,2.0
SP1,2002-12-07,Sevilla,Sociedad,0,1,A,0,0,D,2.7,3.0,2.375,2.75,3.0,2.5,2.8,2.8,2.4,2.75,3.0,2.38,2.75,3.0,2.38,2.75,3.0,2.375,2.8,3.0,2.3,1.85,1.75,2.0,1.72
SP1,2002-12-07,Valencia,Santander,2,0,H,1,0,H,1.4,3.6,7.5,1.45,3.75,7.5,1.4,3.7,6.5,1.4,3.75,7.0,1.36,3.75,8.5,1.364,3.75,8.5,1.36,3.75,8.0,1.8,1.8,1.8,1.9
SP1,2002-12-07,Vallecano,Barcelona,1,0,H,0,0,D,2.8,3.0,2.3,3.15,3.15,2.15,3.1,3.0,2.1,3.0,3.2,2.1,3.0,3.2,2.1,3.1,3.2,2.1,3.1,3.1,2.1,1.7,1.9,1.72,2.0
SP1,2002-12-08,Ath Bilbao,Osasuna,1,3,A,1,3,A,1.727,3.4,4.0,1.85,3.2,4.25,1.85,3.0,3.8,1.73,3.2,4.33,1.73,3.2,4.5,1.727,3.2,4.5,1.72,3.2,4.33,1.85,1.75,1.83,1.83
SP1,2002-12-08,Ath Madrid,Valladolid,1,0,H,0,0,D,1.667,3.25,4.5,1.7,3.3,5.0,1.65,3.2,4.6,1.62,3.25,5.0,1.67,3.2,5.0,1.667,3.2,5.0,1.66,3.1,5.0,1.8,1.8,1.9,1.8
SP1,2002-12-08,Celta,Alaves,2,1,H,2,0,H,1.667,3.25,4.5,1.75,3.25,4.55,1.65,3.2,4.6,1.62,3.25,5.0,1.67,3.2,5.0,1.667,3.2,5.0,1.66,3.1,5.0,1.9,1.7,2.0,1.72
SP1,2002-12-08,Espanol,Betis,2,4,A,0,2,A,2.7,3.0,2.375,2.7,3.05,2.5,2.5,3.0,2.5,2.75,3.0,2.38,2.75,3.0,2.38,2.75,3.0,2.375,2.75,2.9,2.4,1.85,1.75,2.0,1.72
SP1,2002-12-08,Mallorca,Real Madrid,1,5,A,1,1,D,2.5,3.1,2.5,2.75,3.1,2.4,2.8,2.9,2.3,2.75,3.2,2.25,2.75,3.2,2.3,2.75,3.2,2.3,2.5,2.9,2.62,1.8,1.8,1.83,1.83
SP1,2002-12-14,Alaves,Ath Madrid,2,0,H,2,0,H,2.5,3.1,2.5,2.35,3.15,2.78,2.3,2.8,2.9,2.5,3.2,2.5,2.4,3.0,2.75,2.4,3.0,2.75,2.5,2.9,2.62,1.9,1.7,1.9,1.8
SP1,2002-12-14,Villarreal,Valencia,0,2,A,0,0,D,3.0,3.0,2.2,3.0,3.1,2.22,2.7,2.9,2.4,3.0,2.88,2.25,3.0,3.1,2.2,3.0,3.1,2.2,2.87,3.0,2.25,1.95,1.65,1.9,1.8
SP1,2002-12-15,Barcelona,Sevilla,0,3,A,0,1,A,1.4,3.75,7.0,1.4,3.85,7.55,1.3,4.0,8.5,1.4,3.75,7.0,1.4,3.75,7.5,1.4,3.75,7.5,1.33,4.0,8.0,,,1.72,2.0
SP1,2002-12-15,Betis,Vallecano,0,1,A,0,1,A,1.444,3.75,6.0,1.48,3.6,6.45,1.5,3.4,5.6,1.44,3.5,7.0,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.6,7.5,1.75,1.85,1.83,1.83
SP1,2002-12-15,La Coruna,Malaga,1,0,H,0,0,D,1.615,3.25,5.0,1.62,3.4,5.15,1.55,3.4,5.0,1.62,3.25,5.0,1.62,3.4,5.0,1.615,3.4,5.0,1.57,3.5,5.0,1.85,1.75,1.8,1.9
SP1,2002-12-15,Osasuna,Espanol,1,0,H,0,0,D,1.833,3.2,3.75,1.9,3.25,3.7,1.9,3.0,3.6,1.73,3.4,4.0,1.85,3.25,3.75,1.85,3.25,3.75,1.83,3.0,4.0,1.85,1.75,1.9,1.8
SP1,2002-12-15,Real Madrid,Recreativo,4,2,H,1,2,A,1.143,6.0,12.0,1.16,5.8,16.0,1.15,6.0,12.0,1.14,6.0,12.0,1.14,6.0,13.0,1.143,6.0,13.0,1.16,5.5,12.0,1.4,2.5,1.61,2.2
SP1,2002-12-15,Santander,Celta,3,0,H,0,0,D,2.7,3.0,2.4,2.55,3.1,2.55,2.5,3.0,2.5,2.5,2.88,2.62,2.7,3.1,2.4,2.7,3.1,2.4,2.62,2.9,2.5,1.95,1.65,2.1,1.66
SP1,2002-12-15,Sociedad,Mallorca,2,1,H,0,0,D,1.8,3.3,3.75,1.9,3.25,3.7,1.85,3.0,3.8,1.73,3.2,4.33,1.91,3.2,3.6,1.909,3.2,3.6,1.72,3.25,4.2,1.8,1.8,1.66,2.1
SP1,2002-12-15,Valladolid,Ath Bilbao,2,0,H,0,0,D,2.2,3.0,3.0,2.25,3.15,2.9,2.1,2.9,3.2,2.1,3.0,3.2,2.2,3.1,3.0,2.2,3.1,3.0,2.2,3.1,2.87,1.7,1.9,1.83,1.83
SP1,2002-12-21,Ath Bilbao,Alaves,2,0,H,1,0,H,2.1,3.2,3.0,2.05,3.2,3.25,1.9,3.0,3.6,1.91,3.2,3.5,2.0,3.1,3.4,2.0,3.1,3.4,2.0,3.0,3.4,1.75,1.85,1.72,2.0
SP1,2002-12-21,Ath Madrid,Santander,1,2,A,0,1,A,1.727,3.2,4.333,1.67,3.3,5.05,1.65,3.2,4.6,1.73,3.2,4.33,1.73,3.25,4.33,1.727,3.25,4.333,1.72,3.2,4.33,1.85,1.75,2.1,1.66
SP1,2002-12-21,Celta,Villarreal,3,1,H,2,1,H,1.615,3.25,5.0,1.61,3.45,5.2,1.6,3.3,4.8,1.67,3.25,4.5,1.62,3.4,5.0,1.615,3.4,5.0,1.61,3.3,5.0,1.9,1.7,2.1,1.66
SP1,2002-12-21,Malaga,Real Madrid,2,3,A,2,0,H,3.2,3.2,2.0,3.5,3.25,1.96,3.4,2.9,2.0,3.5,3.2,1.91,3.5,3.25,1.91,3.5,3.25,1.909,3.3,3.1,2.0,1.65,1.95,1.8,1.9
SP1,2002-12-21,Mallorca,Barcelona,0,4,A,0,2,A,2.2,3.0,3.0,2.4,3.1,2.72,2.3,3.1,2.6,2.2,3.2,2.8,2.25,3.25,2.75,2.3,3.2,2.7,2.2,3.2,2.8,1.8,1.8,1.8,1.9
SP1,2002-12-21,Vallecano,Sevilla,0,1,A,0,0,D,1.909,3.2,3.5,1.92,3.15,3.72,1.9,3.0,3.6,2.0,3.2,3.2,2.0,3.1,3.4,2.0,3.1,3.4,1.9,3.1,3.6,1.85,1.75,1.9,1.8
SP1,2002-12-22,Betis,Osasuna,2,1,H,1,0,H,1.667,3.3,4.5,1.6,3.4,5.35,1.6,3.3,4.8,1.73,3.2,4.33,1.62,3.4,5.0,1.615,3.4,5.0,1.66,3.3,4.5,1.8,1.8,1.9,1.8
SP1,2002-12-22,Espanol,Valladolid,1,0,H,1,0,H,2.1,3.2,3.0,2.02,3.2,3.35,2.1,3.0,3.1,2.1,3.2,3.0,2.1,3.1,3.2,2.1,3.1,3.2,2.1,3.0,3.2,1.85,1.75,1.9,1.8
SP1,2002-12-22,Recreativo,Sociedad,1,3,A,1,1,D,3.2,3.2,2.0,3.55,3.25,1.96,3.6,3.1,1.85,4.0,3.2,1.8,3.8,3.2,1.83,3.6,3.1,1.909,3.75,3.0,1.9,1.8,1.8,1.72,2.0
SP1,2002-12-22,Valencia,La Coruna,0,1,A,0,1,A,1.833,3.2,3.75,1.85,3.2,3.95,1.9,3.0,3.6,1.73,3.2,4.33,1.83,3.1,4.0,1.85,3.1,4.0,1.8,3.25,3.8,1.95,1.65,1.9,1.8
SP1,2003-01-02,Real Madrid,Sevilla,3,0,H,2,0,H,1.222,5.0,10.0,1.25,4.65,11.0,1.25,4.5,9.0,1.33,4.33,7.0,1.25,4.75,9.5,1.25,4.75,9.5,1.28,4.5,8.0,,,1.66,2.1
SP1,2003-01-04,La Coruna,Celta,3,0,H,1,0,H,1.833,3.2,3.75,1.88,3.25,3.95,1.9,3.1,3.5,1.73,3.2,4.33,1.83,3.1,4.0,1.833,3.1,4.0,1.83,3.2,3.75,1.83,1.9,1.9,1.8
SP1,2003-01-04,Osasuna,Vallecano,0,1,A,0,1,A,1.8,3.1,4.0,1.83,3.2,4.1,1.85,3.1,3.6,1.8,3.2,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.1,4.0,1.85,1.75,1.9,1.8
SP1,2003-01-04,Santander,Ath Bilbao,3,4,A,3,1,H,1.909,3.2,3.5,1.97,3.2,3.55,1.9,3.1,3.5,1.83,3.2,3.75,2.0,3.1,3.4,2.0,3.1,3.4,1.83,3.2,3.75,1.9,1.7,1.83,1.83
SP1,2003-01-04,Valladolid,Betis,3,0,H,0,0,D,2.5,3.1,2.5,2.5,3.15,2.58,2.8,2.9,2.3,2.4,3.25,2.5,2.6,3.0,2.5,2.6,3.0,2.5,2.4,3.1,2.6,1.95,1.67,1.9,1.8
SP1,2003-01-05,Alaves,Espanol,2,1,H,1,1,D,1.8,3.1,4.0,1.85,3.25,3.95,1.8,3.1,3.8,1.8,3.2,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.1,4.0,1.85,1.75,1.9,1.8
SP1,2003-01-05,Barcelona,Recreativo,3,0,H,2,0,H,1.25,5.0,8.0,1.25,4.75,10.51,1.25,4.5,9.0,1.25,5.0,8.0,1.25,4.5,10.0,1.25,4.6,10.0,1.25,5.0,8.0,1.45,2.35,1.66,2.1
SP1,2003-01-05,Real Madrid,Valencia,4,1,H,1,0,H,1.8,3.1,4.0,1.86,3.15,4.0,1.8,3.1,3.8,1.73,3.2,4.33,1.8,3.25,4.0,1.75,3.25,4.2,1.83,3.2,3.75,1.83,1.92,1.83,1.83
SP1,2003-01-05,Sevilla,Mallorca,3,0,H,2,0,H,2.25,3.0,2.875,2.3,3.15,2.85,2.3,2.9,2.8,2.25,3.2,2.75,2.4,3.1,2.63,2.4,3.1,2.625,2.5,3.1,2.5,1.9,1.7,1.9,1.8
SP1,2003-01-05,Sociedad,Malaga,2,2,D,2,1,H,1.615,3.25,5.0,1.67,3.3,5.0,1.65,3.2,4.6,1.62,3.25,5.0,1.62,3.4,5.0,1.615,3.4,5.0,1.5,3.4,6.0,1.7,1.9,1.8,1.9
SP1,2003-01-05,Villarreal,Ath Madrid,4,3,H,3,2,H,2.3,3.0,2.8,2.3,3.15,2.83,2.3,2.9,2.8,2.25,3.2,2.75,2.38,3.1,2.7,2.375,3.1,2.7,2.25,3.2,2.75,1.95,1.67,2.0,1.72
SP1,2003-01-11,Celta,Real Madrid,0,1,A,0,1,A,3.0,3.2,2.1,3.2,3.15,2.1,3.0,3.1,2.1,3.0,3.2,2.1,3.0,3.25,2.1,3.0,3.25,2.1,3.0,3.2,2.1,1.7,1.9,1.72,2.0
SP1,2003-01-11,Valencia,Sociedad,2,2,D,1,0,H,1.833,3.2,3.75,1.87,3.25,3.85,1.85,3.0,3.8,1.83,3.2,3.75,1.83,3.25,3.75,1.833,3.25,3.75,1.83,3.2,3.75,1.8,1.8,1.9,1.8
SP1,2003-01-12,Ath Bilbao,Villarreal,0,1,A,0,1,A,1.833,3.2,3.75,1.83,3.25,4.0,1.85,3.0,3.8,1.8,3.25,3.75,1.85,3.2,3.75,1.85,3.2,3.75,1.8,3.1,4.0,1.8,1.8,1.9,1.8
SP1,2003-01-12,Ath Madrid,La Coruna,3,1,H,1,1,D,2.5,3.1,2.5,2.6,3.05,2.55,2.5,3.0,2.5,2.62,2.88,2.5,2.6,3.0,2.5,2.6,3.0,2.5,2.5,3.1,2.5,1.85,1.75,2.0,1.72
SP1,2003-01-12,Betis,Alaves,2,2,D,1,0,H,1.667,3.1,5.0,1.65,3.35,5.0,1.65,3.2,4.6,1.67,3.25,4.5,1.62,3.4,5.0,1.615,3.4,5.0,1.57,3.3,5.5,1.7,1.9,1.83,1.83
SP1,2003-01-12,Espanol,Santander,3,0,H,1,0,H,2.1,3.0,3.2,2.1,3.15,3.25,2.1,3.0,3.1,2.0,3.2,3.2,2.1,3.1,3.2,2.1,3.1,3.2,2.2,3.1,2.87,1.8,1.8,2.0,1.72
SP1,2003-01-12,Malaga,Barcelona,0,0,D,0,0,D,2.625,3.1,2.375,2.75,3.15,2.37,2.5,3.0,2.5,2.6,3.2,2.38,2.63,3.2,2.38,2.625,3.2,2.375,2.62,3.1,2.37,1.8,1.8,1.72,2.0
SP1,2003-01-12,Osasuna,Valladolid,1,1,D,0,1,A,2.0,3.0,3.4,2.0,3.2,3.45,2.0,3.0,3.3,1.8,3.25,3.75,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.2,3.5,1.95,1.65,2.1,1.66
SP1,2003-01-12,Recreativo,Sevilla,0,0,D,0,0,D,2.625,3.1,2.375,2.7,3.15,2.4,2.5,3.0,2.5,2.62,3.4,2.25,2.63,3.2,2.38,2.625,3.2,2.375,2.6,3.1,2.4,1.9,1.7,2.0,1.72
SP1,2003-01-12,Vallecano,Mallorca,1,2,A,0,0,D,2.25,3.2,2.75,2.27,3.2,2.85,2.3,3.0,2.7,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.2,3.1,2.87,1.8,1.8,1.8,1.9
SP1,2003-01-18,Barcelona,Valencia,2,4,A,1,2,A,2.2,3.0,3.0,2.1,3.2,3.15,2.0,3.1,3.2,2.0,3.2,3.2,2.2,3.1,3.0,2.1,3.1,3.2,2.1,3.1,3.1,1.8,1.8,1.8,1.9
SP1,2003-01-18,Sociedad,Celta,1,0,H,0,0,D,1.727,3.2,4.333,1.77,3.3,4.3,1.8,3.1,3.8,1.67,3.25,4.5,1.73,3.25,4.33,1.75,3.25,4.2,1.8,3.1,4.0,1.7,1.9,1.72,2.0
SP1,2003-01-19,Alaves,Osasuna,1,1,D,1,0,H,1.909,3.2,3.5,1.95,3.15,3.65,1.9,3.1,3.5,1.91,3.25,3.4,1.83,3.25,3.75,1.85,3.25,3.75,1.9,3.1,3.6,1.8,1.8,1.9,1.8
SP1,2003-01-19,La Coruna,Ath Bilbao,2,1,H,0,0,D,1.571,3.5,5.0,1.6,3.5,5.25,1.55,3.4,5.0,1.5,3.4,6.0,1.53,3.4,6.0,1.533,3.4,6.0,1.57,3.3,5.5,1.7,1.9,1.66,2.1
SP1,2003-01-19,Mallorca,Recreativo,1,1,D,0,0,D,1.444,3.6,6.5,1.45,3.7,7.0,1.45,3.6,5.8,1.4,3.75,7.0,1.44,3.75,6.5,1.444,3.75,6.5,1.44,3.6,6.5,1.8,1.8,1.72,2.0
SP1,2003-01-19,Real Madrid,Ath Madrid,2,2,D,2,1,H,1.5,3.4,6.0,1.48,3.65,6.5,1.5,3.5,5.4,1.44,3.6,6.5,1.44,3.75,6.5,1.444,3.75,6.5,1.5,3.4,6.0,1.6,2.05,1.61,2.2
SP1,2003-01-19,Santander,Betis,0,1,A,0,0,D,2.375,2.875,2.8,2.45,2.95,2.8,2.3,2.8,2.9,2.2,3.2,2.8,2.38,3.0,2.75,2.375,3.0,2.75,2.37,3.0,2.7,1.8,1.8,1.8,1.9
SP1,2003-01-19,Sevilla,Malaga,0,0,D,0,0,D,2.2,3.0,3.0,2.2,3.05,3.1,2.2,2.9,3.0,2.1,3.2,3.0,2.2,3.1,3.0,2.2,3.1,3.0,2.2,3.0,3.0,1.9,1.7,2.0,1.72
SP1,2003-01-19,Vallecano,Valladolid,0,1,A,0,1,A,2.0,3.0,3.4,2.05,3.1,3.4,2.1,3.0,3.1,2.0,3.2,3.2,2.0,3.2,3.3,2.0,3.2,3.3,2.0,3.0,3.4,1.9,1.7,1.9,1.8
SP1,2003-01-19,Villarreal,Espanol,0,0,D,0,0,D,1.833,3.2,3.75,1.9,3.25,3.75,1.85,3.1,3.6,1.8,3.2,4.0,1.83,3.25,3.75,1.833,3.25,3.75,1.9,3.2,3.5,1.85,1.75,1.83,1.83
SP1,2003-01-25,Ath Madrid,Sociedad,1,2,A,0,0,D,2.5,3.1,2.5,2.4,3.15,2.7,2.2,2.8,3.1,2.38,3.0,2.75,2.38,3.0,2.8,2.38,3.0,2.8,2.37,3.0,2.7,1.75,1.85,1.83,1.83
SP1,2003-01-26,Ath Bilbao,Real Madrid,1,1,D,0,0,D,3.75,3.2,1.83,4.0,3.35,1.8,3.8,3.1,1.8,4.0,3.4,1.73,4.0,3.25,1.8,4.0,3.25,1.8,3.75,3.2,1.83,1.63,2.0,1.8,1.9
SP1,2003-01-26,Betis,Villarreal,2,1,H,1,0,H,1.66,3.25,4.5,1.7,3.3,4.7,1.7,3.1,4.4,1.67,3.25,4.5,1.67,3.2,5.0,1.67,3.2,5.0,1.66,3.1,5.0,1.9,1.7,2.0,1.72
SP1,2003-01-26,Celta,Barcelona,2,0,H,0,0,D,2.3,3.2,2.62,2.3,3.2,2.8,2.2,3.0,2.9,2.38,3.2,2.6,2.25,3.1,2.8,2.3,3.1,2.8,2.25,3.1,2.8,1.75,1.85,1.83,1.83
SP1,2003-01-26,Espanol,La Coruna,3,1,H,3,1,H,2.8,3.0,2.3,3.0,3.15,2.2,2.9,3.0,2.2,2.6,3.2,2.38,2.88,3.1,2.25,2.88,3.1,2.25,2.75,3.2,2.25,1.75,1.85,1.9,1.8
SP1,2003-01-26,Malaga,Mallorca,1,0,H,0,0,D,2.25,3.0,2.87,2.2,3.15,3.0,2.1,2.8,3.3,2.2,3.2,2.8,2.25,3.0,3.0,2.25,3.0,3.0,2.25,3.1,2.8,1.9,1.7,1.83,1.83
SP1,2003-01-26,Osasuna,Santander,3,1,H,2,1,H,2.0,3.2,3.2,2.0,3.2,3.45,1.9,3.1,3.5,2.0,3.2,3.2,2.0,3.1,3.4,2.0,3.1,3.4,2.0,3.1,3.3,1.9,1.7,2.1,1.66
SP1,2003-01-26,Recreativo,Vallecano,2,1,H,0,1,A,2.37,3.1,2.62,2.4,3.15,2.7,2.3,2.9,2.8,2.4,3.25,2.5,2.38,3.1,2.7,2.38,3.1,2.7,2.25,3.1,2.8,1.9,1.7,2.0,1.72
SP1,2003-01-26,Valencia,Sevilla,1,0,H,1,0,H,1.4,3.75,7.0,1.45,3.7,7.0,1.4,3.7,6.5,1.5,3.4,6.0,1.4,3.75,7.5,1.4,3.75,7.5,1.44,3.5,7.0,1.85,1.75,1.9,1.8
SP1,2003-01-26,Valladolid,Alaves,1,3,A,0,1,A,1.9,3.2,3.5,1.95,3.2,3.6,1.9,3.1,3.5,1.91,3.2,3.5,2.0,3.1,3.4,2.0,3.1,3.4,1.9,3.1,3.6,1.9,1.7,1.83,1.83
SP1,2003-02-01,Ath Madrid,Barcelona,3,0,H,1,0,H,2.3,3.0,2.8,2.3,3.2,2.8,2.3,3.0,2.7,2.25,3.2,2.75,2.3,3.2,2.75,2.3,3.2,2.75,2.2,3.2,2.8,1.75,1.85,1.8,1.9
SP1,2003-02-02,Alaves,Vallecano,1,1,D,0,1,A,1.72,3.2,4.33,1.85,3.25,3.9,1.8,3.1,3.8,1.8,3.25,3.75,1.73,3.25,4.33,1.73,3.25,4.33,1.8,3.1,4.0,1.8,1.8,1.9,1.8
SP1,2003-02-02,Ath Bilbao,Sociedad,3,0,H,1,0,H,2.62,3.1,2.37,2.55,3.15,2.5,2.5,3.0,2.5,2.75,3.2,2.25,2.6,3.1,2.5,2.6,3.1,2.5,2.8,3.0,2.3,1.7,1.9,1.72,2.0
SP1,2003-02-02,Betis,La Coruna,0,2,A,0,0,D,2.25,3.0,2.87,2.25,3.15,2.95,2.3,2.9,2.8,2.1,3.2,3.0,2.2,3.2,2.88,2.2,3.2,2.88,2.2,3.0,3.0,1.8,1.8,1.8,1.9
SP1,2003-02-02,Celta,Sevilla,0,1,A,0,0,D,1.66,3.25,4.5,1.7,3.3,4.7,1.65,3.2,4.6,1.73,3.2,4.33,1.67,3.2,5.0,1.67,3.2,5.0,1.66,3.3,4.5,1.9,1.7,2.1,1.66
SP1,2003-02-02,Espanol,Real Madrid,2,2,D,2,0,H,3.75,3.25,1.8,4.7,3.3,1.7,3.6,3.1,1.85,4.33,3.2,1.73,4.33,3.25,1.73,4.33,3.25,1.73,4.0,3.1,1.8,1.7,1.9,1.72,2.0
SP1,2003-02-02,Malaga,Recreativo,4,0,H,0,0,D,1.61,3.25,5.0,1.65,3.4,4.9,1.65,3.2,4.6,1.67,3.2,5.0,1.62,3.4,5.0,1.62,3.4,5.0,1.61,3.3,5.0,1.9,1.7,1.8,1.9
SP1,2003-02-02,Osasuna,Villarreal,0,1,A,0,1,A,1.9,3.2,3.5,1.95,3.2,3.6,2.0,2.9,3.4,1.91,3.2,3.5,2.0,3.1,3.4,2.0,3.1,3.4,1.9,3.2,3.5,1.9,1.7,2.0,1.72
SP1,2003-02-02,Valencia,Mallorca,1,0,H,0,0,D,1.53,3.4,5.5,1.5,3.5,6.55,1.45,3.6,5.8,1.44,3.6,6.5,1.5,3.5,6.0,1.5,3.5,6.0,1.5,3.4,6.0,1.8,1.8,1.8,1.9
SP1,2003-02-02,Valladolid,Santander,2,1,H,1,1,D,1.8,3.25,3.75,1.9,3.3,3.65,1.8,3.1,3.8,1.91,3.25,3.4,1.85,3.25,3.75,1.85,3.25,3.75,1.8,3.1,4.0,1.9,1.7,2.0,1.72
SP1,2003-02-08,Real Madrid,Betis,4,1,H,1,1,D,1.444,3.5,7.0,1.45,3.75,7.0,1.5,3.7,5.0,1.4,3.75,7.0,1.44,3.75,6.5,1.444,3.75,6.5,1.44,3.6,6.5,1.6,2.05,1.66,2.1
SP1,2003-02-08,Villarreal,Valladolid,1,0,H,1,0,H,2.0,3.0,3.4,2.05,3.15,3.35,2.0,3.0,3.3,2.1,3.2,3.0,2.0,3.1,3.4,2.0,3.1,3.4,2.0,3.0,3.4,1.9,1.7,2.0,1.72
SP1,2003-02-09,Barcelona,Ath Bilbao,2,2,D,2,0,H,1.667,3.25,4.5,1.7,3.4,4.6,1.55,3.5,4.8,1.62,3.5,4.5,1.67,3.4,4.5,1.667,3.4,4.5,1.66,3.3,4.5,1.65,1.95,1.61,2.2
SP1,2003-02-09,La Coruna,Osasuna,1,1,D,0,0,D,1.444,3.5,7.0,1.5,3.5,6.6,1.35,4.0,7.0,1.4,3.75,7.0,1.44,3.6,7.0,1.444,3.6,7.0,1.44,3.6,6.5,1.7,1.9,1.72,2.0
SP1,2003-02-09,Mallorca,Celta,0,2,A,0,0,D,2.2,3.0,3.0,2.15,3.2,3.1,2.2,3.0,2.9,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.875,2.1,3.2,3.0,1.7,1.9,2.0,1.72
SP1,2003-02-09,Recreativo,Valencia,1,1,D,1,0,H,4.333,3.2,1.727,4.1,3.3,1.8,4.0,3.2,1.75,4.33,3.2,1.73,4.33,3.2,1.73,4.333,3.2,1.75,3.75,3.2,1.83,1.85,1.75,1.83,1.83
SP1,2003-02-09,Santander,Alaves,2,0,H,1,0,H,2.3,3.0,2.8,2.25,3.15,2.95,2.1,3.0,3.1,2.2,3.2,2.8,2.3,3.0,2.88,2.3,3.0,2.875,2.2,3.2,2.8,1.8,1.8,1.9,1.8
SP1,2003-02-09,Sevilla,Ath Madrid,1,1,D,0,0,D,2.25,3.2,2.75,2.25,3.1,3.0,2.3,2.8,2.9,2.1,3.2,3.0,2.25,3.1,2.88,2.25,3.1,2.875,2.0,3.2,3.2,1.9,1.7,1.9,1.8
SP1,2003-02-09,Sociedad,Espanol,0,0,D,0,0,D,1.571,3.5,5.0,1.6,3.5,5.25,1.55,3.5,4.8,1.5,3.4,6.0,1.57,3.4,5.5,1.571,3.4,5.5,1.53,3.4,5.5,1.7,1.9,1.8,1.9
