Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
SP1,2001-04-15,Numancia,Sociedad,3,3,D,1,1,D,2.1,3.1,3.15,2.1,2.8,3.0,2.25,3.2,2.75,2.15,3.0,3.1,2.1,3.2,3.0
SP1,2001-04-15,Santander,Celta,3,0,H,2,0,H,2.45,3.05,2.65,2.4,2.9,2.4,2.75,3.2,2.25,2.6,3.1,2.4,2.5,3.1,2.5
SP1,2001-04-15,Valladolid,Oviedo,1,0,H,0,0,D,1.73,3.25,4.35,1.7,2.9,4.0,1.8,3.2,4.0,1.73,3.1,4.5,1.72,3.2,4.33
SP1,2001-04-21,Celta,La Coruna,2,1,H,0,0,D,2.35,3.0,2.8,2.2,2.9,2.7,2.25,3.2,2.75,2.3,3.1,2.7,2.3,2.9,2.87
SP1,2001-04-22,Alaves,Malaga,1,2,A,0,1,A,1.7,3.3,4.45,1.65,3.2,3.9,1.67,3.25,4.5,1.67,3.25,4.5,1.66,3.3,4.5
SP1,2001-04-22,Espanol,Santander,3,0,H,1,0,H,1.6,3.4,5.05,1.65,3.2,3.9,1.61,3.5,4.5,1.6,3.3,5.0,1.53,3.4,5.5
SP1,2001-04-22,Las Palmas,Numancia,1,1,D,0,1,A,1.72,3.25,4.4,1.75,3.1,3.6,1.61,3.5,4.5,1.67,3.25,4.5,1.61,3.3,5.0
SP1,2001-04-22,Osasuna,Barcelona,3,1,H,2,1,H,3.55,3.1,1.95,3.2,2.9,1.9,3.4,3.25,1.91,3.5,3.2,1.91,,,
SP1,2001-04-22,Oviedo,Valencia,0,0,D,0,0,D,2.93,2.9,2.32,2.7,2.9,2.2,2.8,3.2,2.2,2.9,3.1,2.15,2.87,3.0,2.25
SP1,2001-04-22,Sociedad,Valladolid,3,1,H,2,0,H,1.8,3.2,4.05,1.8,2.9,3.6,1.67,3.25,4.5,1.7,3.25,4.33,1.8,3.1,4.0
SP1,2001-04-22,Vallecano,Ath Bilbao,1,2,A,0,1,A,1.97,3.1,3.5,2.0,2.9,3.0,1.91,3.2,3.5,1.83,3.2,3.75,1.83,3.2,3.75
SP1,2001-04-22,Villarreal,Mallorca,2,2,D,2,0,H,2.35,2.95,2.85,2.3,2.8,2.6,2.37,3.2,2.6,2.3,3.0,2.8,2.25,3.1,2.8
SP1,2001-04-22,Zaragoza,Real Madrid,2,3,A,1,2,A,2.92,2.95,2.3,2.8,2.8,2.2,2.8,3.2,2.2,2.9,3.0,2.25,3.2,3.0,2.1
SP1,2001-04-28,Real Madrid,Osasuna,1,1,D,0,1,A,1.23,5.0,9.6,1.25,4.3,8.0,1.25,4.5,10.0,1.25,4.5,10.0,,,
SP1,2001-04-28,Valencia,Valladolid,1,0,H,0,0,D,1.32,4.25,8.05,1.4,3.6,5.5,1.4,3.75,7.0,1.33,4.0,8.0,1.33,4.0,8.0
SP1,2001-04-29,Ath Bilbao,Alaves,2,0,H,0,0,D,2.23,3.05,2.95,2.1,2.9,2.9,2.1,3.2,3.0,2.2,3.1,2.9,2.1,3.2,3.0
SP1,2001-04-29,Barcelona,Celta,1,1,D,1,1,D,1.45,3.8,6.1,1.6,3.2,4.2,1.67,3.25,4.5,1.6,3.5,4.75,1.57,3.5,5.0
SP1,2001-04-29,La Coruna,Espanol,1,0,H,1,0,H,1.42,3.85,6.55,1.45,3.5,5.0,1.44,3.6,6.5,1.44,3.6,6.5,1.44,3.6,6.5
SP1,2001-04-29,Las Palmas,Sociedad,2,1,H,1,0,H,2.0,3.1,3.4,2.0,2.9,3.0,2.1,3.2,3.0,2.2,3.0,3.0,2.0,3.2,3.2
SP1,2001-04-29,Malaga,Oviedo,2,2,D,1,1,D,1.55,3.5,5.4,1.55,3.3,4.5,1.44,3.6,6.5,1.5,3.5,5.75,1.5,3.4,6.0
SP1,2001-04-29,Mallorca,Zaragoza,2,1,H,2,0,H,1.55,3.53,5.3,1.55,3.3,4.5,1.61,3.25,5.0,1.67,3.25,4.5,1.57,3.5,5.0
SP1,2001-04-29,Numancia,Villarreal,1,3,A,0,0,D,2.45,3.0,2.67,2.2,2.8,2.8,2.25,3.2,2.75,2.25,3.1,2.8,2.37,3.1,2.62
SP1,2001-04-29,Santander,Vallecano,1,1,D,1,1,D,1.95,3.2,3.4,1.85,2.9,3.4,1.8,3.25,3.75,1.75,3.25,4.0,1.8,3.4,3.6
SP1,2001-05-05,Celta,Real Madrid,3,0,H,2,0,H,2.35,3.15,2.65,2.2,2.9,2.7,2.6,3.2,2.37,2.4,3.1,2.6,2.37,3.1,2.62
SP1,2001-05-05,Espanol,Barcelona,0,0,D,0,0,D,3.05,3.1,2.15,2.9,2.9,2.1,2.6,3.2,2.37,2.88,3.1,2.2,3.0,3.0,2.2
SP1,2001-05-05,Sociedad,Valencia,1,2,A,0,0,D,2.6,3.05,2.5,2.4,2.9,2.4,2.5,3.2,2.5,2.5,3.1,2.5,2.5,3.1,2.5
SP1,2001-05-06,Alaves,Santander,5,1,H,2,0,H,1.53,3.6,5.4,1.55,3.3,4.5,1.57,3.5,5.0,1.57,3.5,5.0,1.5,3.6,5.5
SP1,2001-05-06,Osasuna,Mallorca,1,0,H,0,0,D,2.65,2.95,2.5,2.45,2.8,2.45,2.5,3.25,2.4,2.5,3.1,2.5,,,
SP1,2001-05-06,Oviedo,Ath Bilbao,5,0,H,3,0,H,2.15,3.0,3.15,2.1,2.8,3.0,2.2,3.25,2.75,2.1,3.0,3.2,2.0,3.1,3.3
SP1,2001-05-06,Vallecano,La Coruna,1,1,D,0,0,D,2.75,3.0,2.38,2.7,2.9,2.2,2.75,3.2,2.25,2.75,3.1,2.3,2.62,3.1,2.37
SP1,2001-05-06,Valladolid,Malaga,0,0,D,0,0,D,2.2,3.0,3.05,2.1,2.8,3.0,2.25,3.2,2.75,2.2,3.1,2.88,2.15,3.2,2.9
SP1,2001-05-06,Villarreal,Las Palmas,2,1,H,1,0,H,1.7,3.35,4.35,1.7,3.1,3.8,1.67,3.25,4.5,1.57,3.3,5.25,1.61,3.25,5.0
SP1,2001-05-06,Zaragoza,Numancia,3,1,H,2,0,H,1.6,3.45,4.95,1.55,3.3,4.5,1.5,3.4,6.0,1.53,3.5,5.25,1.57,3.5,5.0
SP1,2001-05-11,La Coruna,Alaves,2,1,H,1,1,D,1.42,3.85,6.1,1.5,3.4,4.7,1.44,3.6,6.5,1.44,3.6,6.5,1.4,3.75,7.0
SP1,2001-05-12,Villarreal,Sociedad,1,3,A,1,1,D,1.68,3.4,4.2,1.65,3.2,3.9,1.61,3.5,4.5,1.55,3.5,5.0,1.57,3.5,5.0
SP1,2001-05-13,Ath Bilbao,Valladolid,1,1,D,1,1,D,1.7,3.25,4.3,1.65,3.2,3.9,1.67,3.25,4.5,1.7,3.25,4.33,1.61,3.1,5.5
SP1,2001-05-13,Barcelona,Vallecano,5,1,H,1,1,D,1.33,4.05,7.2,1.4,3.6,5.5,1.4,3.75,7.0,1.33,3.9,8.0,1.36,3.75,8.0
SP1,2001-05-13,Las Palmas,Zaragoza,2,1,H,0,1,A,1.95,3.1,3.4,2.1,2.8,3.0,2.1,3.0,3.2,2.0,3.0,3.4,2.0,3.0,3.4
SP1,2001-05-13,Malaga,Valencia,3,0,H,2,0,H,2.65,2.85,2.5,2.3,2.9,2.5,2.5,2.87,2.62,2.8,2.8,2.38,2.5,3.1,2.5
SP1,2001-05-13,Mallorca,Celta,2,0,H,0,0,D,1.95,3.1,3.4,2.1,2.9,2.9,2.1,3.2,3.0,2.1,3.1,3.1,2.0,3.2,3.2
SP1,2001-05-13,Numancia,Osasuna,1,0,H,1,0,H,2.25,3.0,2.9,2.2,2.9,2.7,2.37,3.2,2.6,2.3,3.2,2.63,,,
SP1,2001-05-13,Real Madrid,Espanol,2,2,D,1,0,H,1.35,4.1,7.0,1.35,3.8,6.2,1.44,3.6,6.5,1.33,4.2,7.5,1.33,4.0,8.0
SP1,2001-05-13,Santander,Oviedo,2,0,H,1,0,H,1.85,3.15,3.75,1.8,3.0,3.5,1.91,3.25,3.4,1.8,3.1,4.0,1.83,3.0,4.0
SP1,2001-05-18,Valencia,Ath Bilbao,1,0,H,0,0,D,1.4,3.85,6.7,1.45,3.5,5.0,1.4,3.75,7.0,1.44,3.6,6.5,1.4,3.6,6.5
SP1,2001-05-19,Alaves,Barcelona,0,1,A,0,1,A,2.82,3.05,2.27,2.4,2.9,2.4,2.75,3.2,2.25,2.88,3.2,2.15,3.0,3.2,2.1
SP1,2001-05-20,Celta,Numancia,1,1,D,0,0,D,1.35,4.2,7.0,1.35,3.8,6.2,1.4,4.0,6.5,1.33,4.33,7.0,1.36,4.0,7.0
SP1,2001-05-20,Espanol,Mallorca,0,1,A,0,1,A,2.4,3.0,2.65,2.2,2.9,2.7,2.25,3.2,2.75,2.3,3.1,2.7,2.3,3.0,2.8
SP1,2001-05-20,Osasuna,Las Palmas,3,3,D,1,1,D,1.9,3.15,3.6,1.8,3.0,3.5,1.8,3.25,3.75,1.75,3.25,4.1,,,
SP1,2001-05-20,Oviedo,La Coruna,2,3,A,0,2,A,2.75,3.0,2.35,2.7,2.9,2.2,2.8,3.2,2.2,2.75,3.1,2.3,2.62,3.1,2.37
SP1,2001-05-20,Sociedad,Malaga,4,0,H,2,0,H,2.17,3.0,3.05,2.2,2.9,2.7,2.0,3.2,3.2,2.1,3.2,3.0,2.1,3.2,3.0
SP1,2001-05-20,Vallecano,Real Madrid,0,1,A,0,1,A,3.6,3.15,1.8,3.6,3.1,1.75,4.0,3.2,1.8,3.6,3.25,1.85,3.25,3.4,1.9
SP1,2001-05-20,Valladolid,Santander,1,1,D,1,0,H,1.83,3.2,3.85,1.8,2.9,3.6,1.83,3.4,3.5,1.75,3.2,4.2,1.72,3.25,4.2
SP1,2001-05-20,Zaragoza,Villarreal,0,0,D,0,0,D,1.95,3.15,3.45,1.9,2.8,3.3,1.91,3.2,3.5,1.95,3.1,3.5,1.9,3.25,3.4
SP1,2001-05-26,Las Palmas,Celta,0,1,A,0,0,D,2.52,2.95,2.58,2.9,3.0,2.0,2.5,2.87,2.62,2.6,3.1,2.4,2.5,3.1,2.5
SP1,2001-05-26,Real Madrid,Alaves,5,0,H,2,0,H,1.35,4.15,7.0,1.4,3.6,5.5,1.33,4.0,8.0,1.36,3.75,8.0,1.36,4.0,7.0
SP1,2001-05-27,Ath Bilbao,Malaga,1,3,A,0,1,A,2.1,3.05,3.15,2.0,2.9,3.0,2.1,3.2,3.0,2.2,3.1,2.88,2.0,3.2,3.2
SP1,2001-05-27,Barcelona,Oviedo,0,1,A,0,0,D,1.2,4.9,8.85,1.2,4.7,9.0,1.25,4.5,10.0,1.22,4.6,11.0,1.22,5.0,9.5
SP1,2001-05-27,La Coruna,Valladolid,1,2,A,0,1,A,1.3,4.45,7.65,1.3,4.0,7.0,1.25,4.5,10.0,1.33,4.33,7.0,1.28,4.33,8.5
SP1,2001-05-27,Mallorca,Vallecano,4,0,H,3,0,H,1.4,3.7,6.5,1.4,3.6,5.5,1.36,3.75,8.0,1.4,3.75,7.0,1.4,3.6,7.5
SP1,2001-05-27,Numancia,Espanol,2,1,H,1,1,D,2.2,3.2,2.82,2.2,2.9,2.7,2.0,3.2,3.2,2.05,3.25,3.0,2.1,3.3,2.9
SP1,2001-05-27,Santander,Valencia,1,1,D,0,0,D,2.65,3.0,2.43,2.3,2.9,2.5,2.5,3.25,2.37,2.5,3.25,2.38,2.6,3.1,2.4
SP1,2001-05-27,Villarreal,Osasuna,2,0,H,1,0,H,1.6,3.4,4.9,1.6,3.2,4.2,1.67,3.4,4.33,1.67,3.5,4.2,,,
SP1,2001-05-27,Zaragoza,Sociedad,1,1,D,1,1,D,1.87,3.05,3.85,2.2,2.6,3.0,2.0,3.0,3.4,2.0,3.1,3.3,2.0,3.6,2.9
SP1,2001-06-10,Alaves,Mallorca,2,4,A,1,1,D,3.2,3.25,2.0,2.9,2.9,2.1,2.5,3.25,2.37,2.75,3.0,2.25,3.0,3.25,2.1
SP1,2001-06-10,Ath Bilbao,Sociedad,1,3,A,0,2,A,2.85,3.25,2.1,,,,2.75,3.25,2.2,2.88,3.25,2.1,3.1,3.3,2.0
SP1,2001-06-10,Celta,Villarreal,1,0,H,0,0,D,1.7,3.25,4.2,1.65,3.2,3.9,1.67,3.25,4.5,1.7,3.4,4.2,1.66,3.4,4.33
SP1,2001-06-10,Espanol,Las Palmas,3,2,H,3,1,H,1.86,3.1,3.8,1.7,3.1,3.8,1.91,3.2,3.5,1.85,3.2,3.5,1.8,3.25,3.8
SP1,2001-06-10,Malaga,Santander,2,1,H,1,0,H,1.63,3.6,4.35,1.6,3.3,4.0,1.67,3.4,4.33,1.62,3.75,4.2,1.53,3.8,4.75
SP1,2001-06-10,Osasuna,Zaragoza,1,0,H,0,0,D,1.9,3.15,3.5,1.75,3.1,3.6,1.91,3.2,3.5,1.91,3.1,3.6,,,
SP1,2001-06-10,Oviedo,Real Madrid,1,1,D,1,1,D,2.15,3.45,2.7,2.1,2.9,2.9,2.1,3.5,2.75,2.1,3.25,2.9,2.0,3.3,3.1
SP1,2001-06-10,Vallecano,Numancia,2,1,H,1,1,D,1.88,3.3,3.45,1.75,3.1,3.6,2.2,3.25,2.75,1.95,3.2,3.3,2.0,3.2,3.2
SP1,2001-06-10,Valencia,La Coruna,0,1,A,0,0,D,1.8,3.3,3.7,1.9,2.9,3.2,1.73,3.2,4.33,1.8,3.3,3.75,1.83,3.3,3.6
SP1,2001-06-10,Valladolid,Barcelona,2,2,D,0,1,A,3.1,3.1,2.1,3.2,2.9,1.9,3.2,3.2,2.0,3.1,3.25,2.0,3.0,3.2,2.1
SP1,2001-06-16,Las Palmas,Vallecano,1,0,H,1,0,H,1.85,3.1,3.7,1.85,3.0,3.3,2.0,3.0,3.4,1.91,3.2,3.3,1.83,3.3,3.6
SP1,2001-06-16,Numancia,Alaves,2,1,H,1,0,H,2.38,3.1,2.6,,,,2.2,3.0,3.0,2.2,3.2,2.7,2.2,3.2,2.8
SP1,2001-06-16,Santander,Ath Bilbao,3,0,H,0,0,D,2.23,3.0,2.9,,,,2.1,3.0,3.2,1.95,3.3,3.1,2.0,3.3,3.1
SP1,2001-06-16,Villarreal,Espanol,4,0,H,2,0,H,1.6,3.3,4.1,1.6,3.3,4.0,1.61,3.5,4.5,1.62,3.4,4.5,1.44,3.75,6.0
SP1,2001-06-17,Barcelona,Valencia,3,2,H,2,1,H,1.6,3.4,3.95,1.7,3.1,3.8,1.67,3.4,4.33,1.7,3.25,4.33,1.72,3.2,4.33
SP1,2001-06-17,La Coruna,Malaga,4,0,H,1,0,H,1.53,3.65,5.0,1.45,3.7,4.5,1.57,3.5,5.0,1.5,3.6,5.5,1.5,3.8,5.0
SP1,2001-06-17,Mallorca,Oviedo,4,2,H,1,0,H,1.47,4.1,4.2,1.5,3.4,4.7,1.57,3.5,5.0,1.44,4.0,5.5,1.44,4.33,5.0
SP1,2001-06-17,Real Madrid,Valladolid,2,1,H,1,0,H,1.55,3.0,6.5,1.45,3.0,6.0,1.57,3.25,5.5,1.6,3.0,6.0,1.57,2.87,7.0
SP1,2001-06-17,Sociedad,Osasuna,0,1,A,0,1,A,,,,,,,3.75,3.0,1.91,4.0,3.5,1.57,,,
SP1,2001-06-17,Zaragoza,Celta,1,1,D,0,0,D,,,,,,,,,,,,,,,
