Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
F1,2005-04-22,Paris SG,Nice,3,1,H,2,0,H,1.66,3.2,5.0,1.65,3.05,6.0,1.7,3.0,5.25,1.6,3.2,5.0,1.73,2.88,5.0,1.67,3.2,5.0,1.7,3.0,5.0,2.0,1.65,1.7,1.91,-0.5,1.9,1.94,-0.75,1.9,1.95,-0.75,,,,,,,,,
F1,2005-04-23,Ajaccio,Bordeaux,0,0,D,0,0,D,2.1,2.8,3.5,2.0,2.85,4.0,2.0,2.75,4.0,2.1,2.6,3.6,2.0,2.8,3.75,2.1,2.75,3.6,2.0,2.75,3.8,2.2,1.55,2.0,1.63,-0.5,1.76,2.08,-0.25,1.75,2.1,-0.25,,,,,,,,,
F1,2005-04-23,Caen,Bastia,0,1,A,0,0,D,2.0,3.0,3.5,1.9,3.2,3.8,2.0,3.0,3.65,2.0,2.9,3.4,1.83,2.9,4.33,2.0,3.0,3.6,1.9,3.2,3.5,2.2,1.55,2.0,1.65,-0.5,,,,2.025,1.825,-0.5,,,,,,,,,
F1,2005-04-23,Istres,Rennes,0,2,A,0,1,A,2.87,2.87,2.4,2.65,3.1,2.5,3.1,2.9,2.25,3.2,2.9,2.1,3.0,3.0,2.2,3.0,3.0,2.25,2.9,2.9,2.3,2.1,1.6,1.49,2.25,0.5,,,,1.875,1.975,0.25,,,,,,,,,
F1,2005-04-23,Lens,Sochaux,3,2,H,2,0,H,1.9,3.1,3.6,2.0,2.9,3.85,2.0,2.85,3.85,1.9,2.8,4.0,1.91,3.0,3.75,1.91,2.88,4.0,2.0,2.87,3.6,2.1,1.6,,,,1.84,2.0,-0.5,1.85,2.0,-0.5,,,,,,,,,
F1,2005-04-23,Monaco,Toulouse,2,1,H,0,0,D,1.57,3.25,5.0,1.6,3.4,5.5,1.62,3.2,5.5,1.5,3.5,5.4,1.62,3.25,5.0,1.62,3.2,5.5,1.57,3.3,5.5,2.0,1.65,1.62,2.02,-0.5,1.86,1.98,-1.0,1.875,1.975,-1.0,,,,,,,,,
F1,2005-04-23,Nantes,Marseille,2,2,D,1,0,H,2.62,2.9,2.8,2.6,3.0,2.6,2.55,2.85,2.7,2.4,2.7,2.9,2.5,2.88,2.62,2.62,2.9,2.8,2.6,2.7,2.7,2.1,1.6,2.55,1.39,-0.5,1.72,2.12,0.0,1.75,2.1,0.0,,,,,,,,,
F1,2005-04-23,St Etienne,Metz,0,0,D,0,0,D,1.8,3.0,4.33,1.9,2.75,4.7,1.8,3.0,4.5,1.8,2.9,4.2,1.8,2.88,4.5,1.85,3.0,4.2,1.8,2.9,4.5,2.0,1.65,1.8,1.8,-0.5,1.8,2.04,-0.5,1.75,2.1,-0.5,,,,,,,,,
F1,2005-04-23,Strasbourg,Lille,1,2,A,0,1,A,2.6,2.87,2.62,2.55,2.95,2.7,2.6,2.75,2.75,2.7,2.7,2.6,2.5,2.88,2.62,2.6,2.75,2.75,2.5,2.62,2.9,2.2,1.55,2.6,1.36,-0.5,1.8,2.04,0.0,1.8,2.05,0.0,,,,,,,,,
F1,2005-04-24,Auxerre,Lyon,0,3,A,0,2,A,2.7,2.8,2.8,2.7,2.9,2.6,2.65,2.8,2.65,2.65,2.7,2.65,2.62,2.88,2.5,2.7,2.88,2.75,2.75,2.62,2.62,2.0,1.65,1.36,2.6,0.5,1.86,1.98,0.0,1.875,1.975,0.0,,,,,,,,,
F1,2005-04-29,Auxerre,Toulouse,3,2,H,1,0,H,1.66,3.1,5.0,1.75,2.85,5.5,1.65,3.1,5.25,1.75,3.1,4.2,1.73,3.2,4.33,1.7,3.1,4.75,1.72,3.1,4.5,2.0,1.65,1.65,1.95,-0.5,1.84,2.0,-0.75,1.8,2.05,-0.75,,,,,,,,,
F1,2005-05-01,Monaco,Lille,2,0,H,0,0,D,1.9,2.75,4.2,2.0,2.9,3.9,1.95,2.9,3.9,2.0,2.7,3.8,1.83,3.0,4.0,1.91,2.9,4.0,1.9,2.87,4.0,2.1,1.6,1.95,1.66,-0.5,1.9,1.94,-0.5,1.9,1.95,-0.5,,,,,,,,,
F1,2005-05-06,Bordeaux,Auxerre,0,0,D,0,0,D,2.25,3.1,2.87,2.3,2.9,3.1,2.3,2.9,2.95,2.2,2.7,3.2,2.25,3.0,2.88,2.38,2.88,2.88,2.37,2.9,2.8,2.1,1.6,2.3,1.46,-0.5,1.92,1.92,-0.25,1.9,1.95,-0.25,,,,,,,,,
F1,2005-05-07,Bastia,Istres,2,0,H,0,0,D,1.4,3.75,7.0,1.45,3.6,7.5,1.48,3.25,7.0,1.45,3.6,5.8,1.4,3.6,7.5,1.36,3.8,8.0,1.36,4.0,7.0,1.95,1.71,1.48,2.22,-0.5,,,,,,,,,,,,,,,
F1,2005-05-07,Lille,Paris SG,1,0,H,0,0,D,1.9,3.1,3.75,2.1,3.0,3.4,1.95,3.0,3.6,2.0,2.8,3.6,2.0,3.0,3.4,1.91,3.1,3.75,1.95,3.0,3.6,2.1,1.6,1.95,1.64,-0.5,1.98,1.86,-0.5,2.0,1.85,-0.5,,,,,,,,,
F1,2005-05-07,Marseille,Caen,2,3,A,1,2,A,1.44,3.75,6.5,1.5,3.4,7.0,1.45,3.7,6.4,1.5,3.5,5.4,1.4,3.75,7.0,1.44,3.75,6.5,1.4,3.75,7.0,2.0,1.65,1.45,2.34,-0.5,1.9,1.94,-1.0,1.925,1.925,-1.0,,,,,,,,,
F1,2005-05-07,Metz,Lens,1,1,D,1,0,H,2.2,2.87,3.2,2.2,2.75,3.5,2.1,2.8,3.55,2.0,2.8,3.6,2.0,3.0,3.4,2.0,2.88,3.75,2.1,2.75,3.5,2.2,1.55,2.1,1.57,-0.5,,,,1.925,1.925,-0.25,,,,,,,,,
F1,2005-05-07,Nice,Nantes,0,0,D,0,0,D,2.25,2.8,3.2,2.25,2.85,3.25,2.2,2.7,3.4,2.1,2.6,3.6,2.1,2.9,3.3,2.2,2.7,3.5,2.25,2.75,3.2,2.3,1.5,2.2,1.5,-0.5,1.92,1.92,-0.25,1.925,1.925,-0.25,,,,,,,,,
F1,2005-05-07,Rennes,Monaco,0,0,D,0,0,D,2.5,2.87,3.0,2.35,2.9,3.0,2.4,2.8,2.9,2.3,2.7,3.0,2.38,3.0,2.75,2.5,2.88,3.0,2.25,2.75,3.2,2.2,1.55,2.4,1.42,-0.5,1.74,2.1,0.0,1.775,2.075,0.0,,,,,,,,,
F1,2005-05-07,Sochaux,Strasbourg,1,2,A,0,0,D,1.83,3.1,4.0,1.9,2.85,4.5,1.95,2.95,3.8,1.9,3.0,3.6,2.0,2.88,3.6,2.0,3.0,3.6,2.05,2.87,3.5,2.1,1.55,1.95,1.66,-0.5,2.02,1.82,-0.5,2.05,1.8,-0.5,,,,,,,,,
F1,2005-05-07,Toulouse,St Etienne,0,2,A,0,1,A,2.2,2.87,3.2,2.15,2.8,3.6,2.15,2.8,3.4,2.2,2.8,3.1,2.1,2.9,3.3,2.1,2.88,3.4,2.05,2.87,3.5,2.3,1.5,2.15,1.54,-0.5,1.88,1.96,-0.25,1.925,1.925,-0.25,,,,,,,,,
F1,2005-05-08,Lyon,Ajaccio,2,1,H,1,0,H,1.44,3.75,8.5,1.35,4.0,9.0,1.43,3.7,6.7,1.5,3.2,6.0,1.4,3.75,7.0,1.5,3.8,6.5,1.4,3.75,7.0,1.9,1.75,2.25,1.47,-1.5,1.78,2.06,-1.0,1.85,2.0,-1.0,,,,,,,,,
F1,2005-05-14,Ajaccio,Nice,0,1,A,0,0,D,2.1,2.8,3.4,2.25,2.7,3.5,2.0,2.8,3.75,1.9,2.7,4.2,1.91,2.88,4.0,2.05,2.8,3.75,1.9,2.87,4.0,2.3,1.5,2.0,1.6,-0.5,,,,1.775,2.075,-0.25,,,,,,,,,
F1,2005-05-14,Auxerre,Marseille,0,0,D,0,0,D,2.25,3.0,3.3,2.3,3.0,3.0,2.2,2.9,3.1,1.9,3.0,3.6,2.1,3.0,3.2,2.2,3.0,3.4,2.1,3.0,3.2,2.1,1.6,2.2,1.5,-0.5,,,,2.0,1.85,-0.25,,,,,,,,,
F1,2005-05-14,Caen,St Etienne,2,0,H,1,0,H,2.37,2.8,2.87,2.35,2.9,3.0,2.3,2.8,3.0,2.2,2.8,3.1,2.2,3.2,2.8,2.25,3.0,3.0,2.3,3.1,2.75,2.1,1.6,2.3,1.45,-0.5,,,,1.925,1.925,-0.25,,,,,,,,,
F1,2005-05-14,Istres,Toulouse,1,0,H,0,0,D,3.0,3.0,2.2,2.85,2.9,2.45,2.7,3.0,2.4,2.5,3.1,2.4,,,,2.88,2.88,2.38,2.8,2.87,2.4,2.2,1.55,1.42,2.4,0.5,,,,2.125,1.725,0.0,,,,,,,,,
F1,2005-05-14,Lens,Rennes,5,2,H,2,1,H,2.25,2.87,3.0,2.2,2.9,3.3,2.25,3.0,2.9,2.2,2.8,3.1,2.2,3.0,3.0,2.25,3.0,3.0,2.3,3.0,2.8,2.1,1.6,2.25,1.47,-0.5,,,,1.9,2.0,-0.25,,,,,,,,,
F1,2005-05-14,Monaco,Bastia,5,2,H,3,1,H,1.5,3.6,5.5,1.4,3.75,8.5,1.5,3.6,5.75,1.45,3.6,5.8,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.4,6.0,2.0,1.65,1.5,2.21,-0.5,,,,2.0,1.85,-1.0,,,,,,,,,
F1,2005-05-14,Nantes,Lille,1,3,A,1,1,D,2.5,2.87,2.7,2.65,2.85,2.7,2.65,2.5,2.85,2.6,2.6,2.8,2.5,2.88,2.62,2.5,2.6,3.0,2.5,2.9,2.62,2.3,1.5,2.65,1.33,-0.5,,,,1.7,2.15,0.0,,,,,,,,,
F1,2005-05-14,Paris SG,Sochaux,2,2,D,0,0,D,1.72,3.2,4.33,1.75,3.0,5.0,1.75,3.1,4.5,1.7,3.0,4.6,1.73,3.2,4.33,1.73,3.1,4.6,1.72,3.1,4.5,2.1,1.6,1.75,1.84,-0.5,,,,2.0,1.85,-0.75,,,,,,,,,
F1,2005-05-14,Strasbourg,Metz,3,1,H,1,1,D,2.1,2.62,3.75,2.1,2.5,4.05,2.2,2.2,4.5,2.2,2.4,3.7,2.0,2.5,4.5,2.1,2.5,4.2,2.0,2.6,4.2,2.3,1.5,,,,,,,1.75,2.1,-0.25,,,,,,,,,
F1,2005-05-15,Lyon,Bordeaux,5,1,H,3,1,H,1.61,3.4,6.0,1.6,3.2,6.0,1.6,3.2,5.5,1.8,3.0,4.0,1.57,3.25,5.5,1.67,3.3,5.5,1.66,3.1,5.0,2.0,1.65,1.6,2.02,-0.5,,,,2.125,1.725,-1.0,,,,,,,,,
F1,2005-05-21,Bastia,Lens,3,1,H,2,1,H,1.9,3.2,3.5,1.9,3.3,3.7,1.9,3.2,3.7,2.0,2.9,3.4,1.8,3.4,3.6,1.91,3.25,3.5,1.8,3.25,3.8,2.3,1.5,1.85,1.77,-0.5,,,,1.9,1.95,-0.5,,,,,,,,,
F1,2005-05-21,Bordeaux,Monaco,1,1,D,0,0,D,2.62,2.87,2.5,2.55,3.05,2.6,2.55,2.8,2.75,2.4,2.8,2.8,2.6,3.0,2.5,2.5,2.88,2.75,2.6,2.8,2.6,2.3,1.5,2.55,1.39,-0.5,,,,1.775,2.075,0.0,,,,,,,,,
F1,2005-05-21,Lille,Ajaccio,0,2,A,0,1,A,1.57,3.25,5.5,1.55,3.6,5.5,1.57,3.4,5.5,1.55,3.5,4.8,1.5,3.4,6.0,1.57,3.4,5.5,1.57,3.3,5.5,2.0,1.65,1.57,2.1,-0.5,,,,1.825,2.025,-0.75,,,,,,,,,
F1,2005-05-21,Marseille,Lyon,0,1,A,0,0,D,2.2,2.8,3.2,2.4,3.05,2.8,2.35,2.9,2.9,2.3,2.8,2.9,2.25,3.2,2.75,2.3,3.0,2.88,2.25,2.9,3.0,1.95,1.71,2.35,1.45,-0.5,,,,1.7,2.15,0.0,,,,,,,,,
F1,2005-05-21,Metz,Paris SG,3,2,H,2,0,H,2.2,3.0,3.0,2.2,3.0,3.2,2.15,2.9,3.3,2.1,2.8,3.3,2.1,3.0,3.2,2.1,3.0,3.25,2.05,2.9,3.4,2.2,1.55,2.15,1.54,-0.5,,,,1.8,2.05,-0.25,,,,,,,,,
F1,2005-05-21,Nice,Auxerre,1,0,H,1,0,H,2.4,2.87,2.8,2.5,3.1,2.65,2.45,2.9,2.8,2.4,2.8,2.8,2.25,2.88,3.0,2.4,3.0,2.75,2.37,3.0,2.7,2.3,1.5,2.45,1.42,-0.5,,,,1.65,2.25,0.0,,,,,,,,,
F1,2005-05-21,Rennes,Strasbourg,4,0,H,1,0,H,1.57,3.25,5.5,1.55,3.5,5.75,1.55,3.5,5.5,1.5,3.7,5.0,1.5,3.4,6.0,1.5,3.6,6.0,1.5,3.4,6.0,2.0,1.65,1.55,2.1,-0.5,,,,2.075,1.775,-1.0,,,,,,,,,
F1,2005-05-21,Sochaux,Nantes,1,0,H,1,0,H,2.25,3.2,2.75,2.3,3.2,2.8,2.4,2.9,2.85,,,,2.2,3.0,3.0,2.3,3.1,2.8,2.3,3.0,2.8,2.2,1.55,2.4,1.44,-0.5,,,,1.875,1.975,0.0,,,,,,,,,
F1,2005-05-21,St Etienne,Istres,2,0,H,0,0,D,1.44,3.5,7.0,1.4,4.1,7.0,1.4,3.65,8.0,1.35,4.0,7.0,1.44,3.4,7.0,1.4,3.75,7.5,1.33,4.0,8.0,1.95,1.71,1.4,2.51,-0.5,,,,1.7,2.2,-1.0,,,,,,,,,
F1,2005-05-21,Toulouse,Caen,2,3,A,1,0,H,2.62,3.2,2.4,2.35,3.4,2.6,2.7,3.0,2.4,,,,,,,2.6,3.25,2.38,2.5,3.3,2.37,2.3,1.5,1.41,2.4,0.5,,,,2.0,1.85,0.0,,,,,,,,,
F1,2005-05-28,Ajaccio,Sochaux,3,1,H,1,1,D,1.57,3.4,5.5,1.5,3.75,6.0,1.55,3.75,4.75,1.6,3.7,4.0,1.55,3.4,5.5,1.57,4.0,4.33,1.53,3.6,5.0,2.1,1.6,1.55,2.1,-0.5,,,,1.7,2.15,-1.0,,,,,,,,,
F1,2005-05-28,Auxerre,Lille,1,3,A,1,1,D,2.62,2.75,2.7,2.5,3.0,2.7,2.5,2.85,2.7,2.75,2.5,2.75,2.5,3.0,2.6,2.5,3.0,2.62,2.8,2.7,2.5,2.0,1.65,2.5,1.39,-0.5,,,,1.8,2.05,0.0,,,,,,,,,
F1,2005-05-28,Bordeaux,Marseille,3,3,D,1,2,A,2.37,2.75,3.0,2.6,2.6,3.0,2.5,2.7,2.85,2.2,2.7,3.2,2.5,2.6,3.0,2.4,2.75,3.0,2.25,2.7,3.2,2.2,1.55,2.5,1.39,-0.5,,,,2.0,1.85,-0.25,,,,,,,,,
F1,2005-05-28,Istres,Caen,3,2,H,2,1,H,5.0,3.5,1.57,6.2,3.65,1.5,4.5,3.6,1.6,4.0,3.7,1.6,,,,5.0,3.6,1.57,4.8,3.6,1.57,1.95,1.71,2.0,1.6,0.5,,,,2.05,1.8,1.0,,,,,,,,,
F1,2005-05-28,Lens,Toulouse,1,0,H,1,0,H,1.61,3.25,5.0,1.8,3.15,4.5,1.7,3.2,4.5,1.55,3.5,4.8,,,,1.73,3.2,4.5,1.66,3.3,4.5,1.83,1.83,1.7,1.87,-0.5,,,,2.0,1.85,-1.0,,,,,,,,,
F1,2005-05-28,Lyon,Nice,0,0,D,0,0,D,1.36,4.0,7.0,1.4,3.9,7.5,1.4,3.8,7.0,1.4,3.6,6.0,1.36,3.75,8.0,1.4,3.75,7.5,1.33,4.0,8.0,1.71,1.95,1.4,2.46,-0.5,,,,1.95,1.95,-1.5,,,,,,,,,
F1,2005-05-28,Monaco,St Etienne,1,1,D,1,1,D,1.61,3.5,4.5,1.6,3.6,5.0,1.6,3.6,4.5,1.65,3.5,4.0,1.62,3.25,5.0,1.62,3.6,4.5,1.66,3.3,4.5,1.79,1.85,1.6,2.0,-0.5,,,,1.85,2.0,-0.75,,,,,,,,,
F1,2005-05-28,Nantes,Metz,1,0,H,1,0,H,1.61,3.3,5.0,1.6,3.5,5.25,1.7,3.4,4.2,1.7,3.3,4.0,1.65,3.4,4.5,1.7,3.4,4.33,1.6,3.4,4.8,2.0,1.65,1.7,1.88,-0.5,,,,1.85,2.0,-0.75,,,,,,,,,
F1,2005-05-28,Paris SG,Rennes,1,0,H,0,0,D,2.4,2.8,2.87,2.25,2.95,3.15,2.35,2.85,2.9,2.3,3.2,2.5,2.38,2.9,2.8,2.4,2.8,2.9,2.5,2.8,2.7,1.95,1.71,2.35,1.44,-0.5,,,,2.025,1.825,-0.25,,,,,,,,,
F1,2005-05-28,Strasbourg,Bastia,2,0,H,0,0,D,3.2,3.5,1.9,3.2,3.45,2.0,3.0,3.45,2.0,3.1,3.5,1.9,3.2,3.5,1.91,3.0,3.5,2.0,3.0,3.4,2.0,1.95,1.71,1.6,2.0,0.5,,,,1.85,2.0,0.0,,,,,,,,,
