Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5
F1,2002-11-02,Monaco,Le Havre,1,1,D,1,0,H,1.533,3.25,6.0,1.56,3.45,6.0,1.55,3.3,5.2,1.57,3.25,5.5,1.571,3.4,5.5,1.53,3.3,6.0,1.9,1.7
F1,2002-11-02,Rennes,Ajaccio,0,0,D,0,0,D,1.909,3.0,3.75,2.0,3.05,3.65,1.9,2.9,3.8,2.0,3.2,3.2,1.909,3.0,3.75,1.9,3.0,3.75,1.9,1.7
F1,2002-11-02,Sochaux,Strasbourg,2,0,H,1,0,H,1.833,3.0,4.0,1.86,3.1,4.2,1.8,3.0,4.0,1.8,3.2,4.0,1.75,3.1,4.5,1.8,3.1,4.0,1.85,1.75
F1,2002-11-02,Troyes,Guingamp,0,2,A,0,1,A,2.1,3.0,3.2,2.2,3.0,3.2,2.1,2.8,3.3,2.2,3.0,3.0,2.2,3.0,3.1,2.1,3.0,3.2,1.9,1.7
F1,2003-01-15,Guingamp,Auxerre,0,2,A,0,1,A,2.25,2.875,3.0,2.2,2.95,3.15,2.3,2.9,2.8,2.25,3.2,2.75,2.2,3.1,3.0,2.2,3.1,2.87,1.95,1.65
F1,2003-01-15,Montpellier,Nice,2,2,D,2,1,H,2.625,2.875,2.5,2.55,3.0,2.55,2.6,2.8,2.6,2.62,2.88,2.5,2.75,3.0,2.375,2.62,2.9,2.5,2.05,1.6
F1,2003-01-15,Paris SG,Le Havre,1,0,H,1,0,H,1.571,3.25,5.5,1.55,3.3,5.85,1.55,3.3,5.2,1.57,3.25,5.5,1.571,3.25,6.0,1.57,3.3,5.5,1.85,1.75
F1,2003-01-15,Sedan,Ajaccio,1,1,D,1,1,D,1.8,3.1,4.0,1.75,3.1,4.6,1.65,3.3,4.4,1.8,3.2,4.0,1.8,3.1,4.2,1.66,3.1,5.0,1.95,1.65
F1,2003-01-15,Sochaux,Monaco,0,0,D,0,0,D,2.0,3.0,3.4,2.05,2.95,3.5,2.1,2.9,3.2,2.1,3.2,3.0,2.1,3.0,3.25,2.0,3.0,3.4,,
F1,2003-01-18,Le Havre,Strasbourg,1,1,D,0,1,A,2.25,3.0,2.875,2.2,3.0,3.15,2.2,2.9,3.0,,,,2.2,3.0,3.1,2.1,3.0,3.2,1.95,1.65
F1,2003-01-18,Lens,Sedan,4,0,H,3,0,H,1.727,3.2,4.333,1.7,3.2,4.9,1.75,3.1,4.2,,,,1.727,3.2,4.5,1.72,3.2,4.33,2.05,1.6
F1,2003-01-18,Montpellier,Auxerre,0,0,D,0,0,D,2.7,3.0,2.4,2.85,3.05,2.35,2.8,2.8,2.4,,,,2.875,3.0,2.3,2.9,2.9,2.3,1.95,1.65
F1,2003-01-22,Ajaccio,Troyes,1,0,H,1,0,H,1.9,3.0,3.75,1.91,3.1,3.8,2.1,2.8,3.3,1.91,3.0,3.75,1.85,3.1,4.0,1.9,3.1,3.6,2.05,1.6
F1,2003-01-21,Auxerre,Marseille,0,0,D,0,0,D,1.8,3.0,4.33,1.83,3.25,4.0,1.9,2.9,3.8,1.91,3.2,3.5,1.91,3.1,3.75,1.8,3.1,4.0,2.2,1.55
F1,2003-01-22,Bordeaux,Guingamp,4,2,H,2,0,H,1.83,3.0,4.0,1.8,3.1,4.35,1.7,3.1,4.4,1.91,3.2,3.5,1.85,3.1,4.0,1.8,3.1,4.0,1.85,1.75
F1,2003-01-22,Le Havre,Montpellier,1,0,H,0,0,D,1.9,3.0,3.75,1.9,3.1,3.9,2.0,2.9,3.4,2.0,3.0,3.4,1.91,3.1,3.75,1.8,3.1,4.0,2.1,1.57
F1,2003-01-22,Lille,Strasbourg,0,1,A,0,0,D,1.8,3.1,4.0,1.8,3.2,4.2,1.85,2.9,4.0,1.8,3.2,4.0,1.85,3.1,4.0,1.72,3.2,4.33,1.92,1.67
F1,2003-01-22,Lyon,Sochaux,4,1,H,3,0,H,1.61,3.25,5.0,1.65,3.3,5.1,1.6,3.2,5.0,1.62,3.25,5.0,1.62,3.25,5.25,1.61,3.3,5.0,1.9,1.7
F1,2003-01-22,Monaco,Lens,1,1,D,0,1,A,1.8,3.0,4.5,1.8,3.1,4.35,1.8,2.9,4.2,1.8,3.2,4.0,1.75,3.2,4.33,1.8,3.1,4.0,1.95,1.65
F1,2003-01-22,Nantes,Sedan,4,1,H,0,0,D,1.66,3.1,5.0,1.7,3.3,4.65,1.75,3.1,4.2,1.73,3.2,4.33,1.73,3.2,4.5,1.66,3.3,4.5,1.9,1.7
F1,2003-01-22,Nice,Paris SG,0,0,D,0,0,D,2.1,3.0,3.2,2.15,3.05,3.15,2.3,2.8,2.9,2.1,3.0,3.2,2.1,3.0,3.25,2.1,3.0,3.2,2.1,1.57
F1,2003-01-22,Rennes,Bastia,0,1,A,0,0,D,1.72,3.2,4.33,1.7,3.3,4.65,1.8,2.9,4.2,1.83,3.4,3.5,1.83,3.1,4.0,1.66,3.3,4.5,1.95,1.65
F1,2003-01-28,Marseille,Nice,2,0,H,1,0,H,1.833,3.0,4.0,1.85,3.1,4.2,1.8,3.0,4.0,1.91,3.0,3.75,1.85,3.1,4.0,1.72,3.1,4.5,1.95,1.65
F1,2003-01-29,Bastia,Auxerre,2,0,H,0,0,D,2.375,2.875,2.8,2.4,3.1,2.75,2.4,2.9,2.7,2.4,3.25,2.5,2.375,3.0,2.8,2.25,3.0,2.87,1.9,1.7
F1,2003-01-29,Guingamp,Le Havre,1,2,A,0,0,D,1.727,3.1,4.5,1.7,3.1,5.15,1.8,3.0,4.0,1.72,3.2,4.33,1.727,3.2,4.5,1.66,3.1,5.0,2.05,1.6
F1,2003-01-29,Lens,Lyon,2,2,D,2,2,D,2.4,2.875,2.8,2.35,3.05,2.85,2.3,2.9,2.8,2.37,3.0,2.75,2.3,3.1,2.8,2.3,3.0,2.8,1.9,1.7
F1,2003-01-29,Montpellier,Ajaccio,0,1,A,0,0,D,2.0,3.0,3.4,2.0,3.05,3.6,2.1,2.6,3.6,2.0,3.0,3.4,2.0,3.0,3.6,1.9,3.0,3.75,1.95,1.65
F1,2003-01-29,Nantes,Monaco,0,2,A,0,1,A,2.1,3.0,3.2,2.15,3.0,3.3,2.2,2.8,3.1,2.1,3.2,3.0,2.2,3.0,3.1,2.0,2.87,3.6,1.85,1.75
F1,2003-01-29,Paris SG,Lille,1,0,H,0,0,D,1.727,3.1,4.5,1.7,3.1,5.15,1.7,3.1,4.4,1.61,3.25,5.0,1.615,3.2,5.5,1.72,2.9,5.0,1.9,1.7
F1,2003-01-29,Sedan,Strasbourg,2,1,H,2,0,H,2.2,3.0,3.0,2.15,3.0,3.3,2.0,3.0,3.3,2.1,3.2,3.0,2.2,3.0,3.1,2.1,3.0,3.2,2.05,1.6
F1,2003-01-29,Sochaux,Rennes,1,0,H,1,0,H,1.727,3.1,4.5,1.75,3.1,4.75,1.7,3.1,4.4,1.73,3.4,4.0,1.667,3.2,5.0,1.72,3.1,4.5,1.95,1.65
F1,2003-01-29,Troyes,Bordeaux,0,1,A,0,1,A,2.625,2.875,2.5,2.65,3.0,2.55,2.9,2.8,2.3,2.75,3.2,2.25,2.6,3.0,2.5,2.62,2.9,2.5,2.05,1.6
F1,2003-02-01,Ajaccio,Bastia,1,1,D,1,0,H,2.25,2.87,3.0,2.25,2.95,3.15,2.2,2.8,3.1,2.37,3.0,2.75,2.25,2.88,3.1,2.25,3.0,2.87,2.1,1.55
F1,2003-02-01,Auxerre,Sochaux,2,0,H,1,0,H,1.72,2.87,5.0,1.75,3.1,4.75,1.65,3.1,4.8,1.66,3.25,4.5,1.75,3.1,4.5,1.66,3.1,5.0,2.1,1.55
F1,2003-02-01,Le Havre,Troyes,1,0,H,0,0,D,1.8,3.0,4.33,1.8,3.1,4.5,1.85,3.0,3.8,1.9,3.0,3.75,1.75,3.1,4.5,1.83,3.0,4.0,2.1,1.55
F1,2003-02-01,Lyon,Nantes,0,0,D,0,0,D,1.66,3.25,4.5,1.65,3.3,5.15,1.6,3.2,5.0,1.66,3.25,4.5,1.6,3.25,5.5,1.66,3.1,5.0,1.8,1.8
F1,2003-02-01,Monaco,Sedan,3,0,H,2,0,H,1.66,2.87,5.5,1.6,3.35,5.55,1.6,3.2,5.0,1.61,3.25,5.0,1.6,3.2,5.5,1.57,3.3,5.5,1.82,1.75
F1,2003-02-01,Nice,Guingamp,1,0,H,1,0,H,1.72,3.2,4.33,1.8,3.2,4.25,1.8,3.0,4.0,1.83,3.2,3.75,1.75,3.1,4.5,1.83,3.2,3.75,1.82,1.75
F1,2003-02-01,Rennes,Lens,1,1,D,1,1,D,2.25,3.0,2.87,2.3,3.0,3.0,2.3,2.8,2.9,2.1,3.0,3.2,2.25,3.0,3.0,2.1,2.87,3.3,1.95,1.65
F1,2003-02-01,Strasbourg,Paris SG,0,1,A,0,0,D,2.5,2.87,2.62,2.55,3.0,2.65,2.6,2.8,2.6,2.37,3.0,2.75,2.5,3.0,2.6,2.3,2.9,2.9,1.88,1.7
F1,2003-02-02,Bordeaux,Marseille,3,1,H,0,0,D,2.2,3.0,3.0,2.05,3.0,3.55,1.9,3.0,3.6,2.0,3.2,3.2,2.2,3.0,3.1,2.0,3.0,3.4,1.82,1.75
F1,2003-02-04,Monaco,Lyon,2,0,H,1,0,H,2.1,3.0,3.2,2.18,3.0,3.2,2.0,3.0,3.3,2.2,3.0,3.0,2.2,3.0,3.1,2.2,3.0,3.0,1.75,1.85
F1,2003-02-05,Bastia,Paris SG,1,0,H,1,0,H,2.375,3.0,2.7,2.3,3.0,3.0,2.3,2.9,2.8,2.25,3.0,2.88,2.3,3.0,2.875,2.25,3.0,2.87,1.95,1.65
F1,2003-02-05,Lens,Bordeaux,3,3,D,3,1,H,2.25,2.9,3.0,2.18,3.0,3.2,2.3,2.8,2.9,2.38,3.0,2.75,2.2,3.0,3.1,2.1,3.0,3.2,1.95,1.65
F1,2003-02-05,Marseille,Le Havre,2,0,H,1,0,H,1.5,3.4,6.0,1.5,3.55,6.5,1.55,3.3,5.2,1.5,3.4,6.0,1.5,3.4,6.5,1.5,3.3,6.5,1.9,1.7
F1,2003-02-05,Montpellier,Strasbourg,2,1,H,1,0,H,2.4,3.0,2.7,2.35,2.95,2.95,2.2,2.8,3.1,2.38,3.0,2.75,2.375,3.0,2.8,2.37,2.9,2.8,2.05,1.6
F1,2003-02-05,Nantes,Rennes,1,0,H,0,0,D,1.727,3.2,4.333,1.75,3.15,4.65,1.7,3.1,4.4,1.73,3.2,4.33,1.727,3.2,4.5,1.72,3.25,4.2,1.95,1.65
F1,2003-02-05,Sedan,Auxerre,1,2,A,1,0,H,2.625,2.875,2.5,2.6,2.92,2.65,2.6,2.8,2.6,2.5,3.2,2.5,2.5,3.0,2.6,2.6,2.8,2.6,1.9,1.7
F1,2003-02-05,Troyes,Nice,1,0,H,1,0,H,2.7,3.0,2.375,2.85,2.9,2.45,2.7,2.9,2.4,2.75,3.2,2.25,2.8,3.0,2.375,2.62,2.9,2.5,2.05,1.6
F1,2003-02-08,Ajaccio,Marseille,0,2,A,0,1,A,2.75,2.8,2.5,2.78,3.0,2.43,2.7,2.8,2.5,2.5,3.2,2.5,2.875,2.875,2.375,2.62,2.9,2.5,2.15,1.55
F1,2003-02-08,Bordeaux,Bastia,0,2,A,0,1,A,1.667,3.25,4.5,1.65,3.35,5.0,1.6,3.2,5.0,1.5,3.25,6.5,1.667,3.2,5.0,1.61,3.3,5.0,2.05,1.6
F1,2003-02-08,Le Havre,Sedan,2,1,H,1,1,D,1.909,3.0,3.75,1.95,3.05,3.8,2.0,2.9,3.4,2.0,3.0,3.4,1.909,3.0,3.8,1.83,3.0,4.0,1.9,1.7
F1,2003-03-22,Le Havre,Monaco,0,3,A,0,3,A,2.8,2.875,2.375,2.85,3.0,2.4,3.1,2.8,2.2,3.0,3.0,2.2,2.8,3.0,2.375,2.7,3.0,2.37,1.95,1.6
F1,2003-03-22,Lille,Bastia,1,1,D,1,0,H,2.1,3.0,3.2,2.1,3.0,3.45,2.2,2.8,3.1,1.9,3.2,3.5,2.1,3.0,3.25,2.1,3.0,3.2,1.95,1.6
F1,2003-03-22,Montpellier,Marseille,1,2,A,0,1,A,2.75,2.875,2.4,2.8,2.95,2.47,2.8,2.8,2.4,2.75,3.0,2.37,2.75,3.0,2.4,2.62,2.9,2.5,2.05,1.6
F1,2003-03-22,Paris SG,Sedan,2,0,H,0,0,D,1.5,3.6,5.5,1.5,3.6,6.25,1.4,3.7,6.5,1.5,3.4,6.0,1.5,3.4,6.5,1.44,3.6,6.5,1.85,1.75
F1,2003-03-22,Strasbourg,Sochaux,1,3,A,0,1,A,2.1,3.0,3.2,2.15,2.8,3.3,2.1,2.8,3.3,2.2,3.2,2.8,2.1,3.0,3.25,2.1,2.87,3.3,2.15,1.55
F1,2003-03-23,Nice,Lyon,0,1,A,0,0,D,2.5,2.875,2.625,2.65,3.0,2.55,2.6,2.8,2.6,2.5,3.2,2.5,2.5,3.0,2.625,2.5,2.9,2.62,1.95,1.65
F1,2003-04-05,Auxerre,Ajaccio,1,0,H,0,0,D,1.667,3.25,4.5,1.62,3.35,5.35,1.6,3.2,5.0,1.66,3.25,4.5,1.615,3.2,5.5,1.61,3.1,5.5,1.95,1.65
F1,2003-04-05,Bastia,Troyes,1,1,D,1,0,H,1.615,3.25,5.0,1.65,3.3,5.15,1.65,3.2,4.6,1.66,3.25,4.5,1.615,3.3,5.2,1.57,3.3,5.5,1.95,1.65
F1,2003-04-05,Lens,Strasbourg,1,1,D,0,0,D,1.727,3.1,4.5,1.72,3.2,4.75,1.7,3.1,4.4,1.8,3.2,4.0,1.727,3.0,5.0,1.72,3.1,4.5,1.95,1.65
F1,2003-04-05,Lyon,Le Havre,2,1,H,1,1,D,1.364,3.75,8.0,1.4,4.0,7.35,1.35,3.8,7.5,1.4,3.75,7.0,1.4,3.75,7.5,1.4,3.6,7.5,1.75,1.85
F1,2003-04-05,Marseille,Guingamp,0,2,A,0,2,A,1.5,3.4,6.0,1.48,3.75,6.25,1.45,3.6,5.8,1.44,3.6,6.5,1.444,3.75,6.5,1.44,3.5,7.0,1.8,1.8
F1,2003-04-05,Nantes,Lille,1,0,H,0,0,D,1.615,3.25,5.0,1.63,3.25,5.35,1.65,3.2,4.6,1.61,3.25,5.0,1.615,3.2,5.5,1.57,3.3,5.5,1.9,1.7
F1,2003-04-05,Rennes,Bordeaux,3,4,A,1,0,H,2.7,3.0,2.4,2.7,3.0,2.5,2.6,2.8,2.6,2.5,3.25,2.4,2.7,3.1,2.375,2.62,2.9,2.5,2.22,1.5
F1,2003-04-05,Sedan,Montpellier,1,2,A,1,1,D,2.0,3.0,3.4,1.97,3.1,3.65,1.9,3.0,3.6,2.0,3.0,3.4,2.0,3.0,3.5,1.9,3.1,3.6,1.9,1.7
F1,2003-04-05,Sochaux,Paris SG,0,0,D,0,0,D,2.25,3.0,2.875,2.3,3.05,2.9,2.4,2.9,2.7,2.25,3.0,2.87,2.3,3.1,2.8,2.2,3.0,3.0,1.95,1.65
F1,2003-04-06,Monaco,Nice,0,1,A,0,0,D,1.571,3.5,5.0,1.55,3.5,5.75,1.6,3.2,5.0,1.61,3.25,5.0,1.571,3.4,5.5,1.57,3.3,5.5,1.85,1.75
