Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA
I1,2002-04-14,Juventus,Milan,1,0,H,0,0,D,1.6,3.0,5.4,1.7,3.2,4.2,1.61,3.25,5.0,1.615,3.25,5.0,1.615,3.25,5.0,,,
I1,2002-04-14,Lecce,Chievo,2,3,A,2,1,H,3.65,3.2,1.85,,,,3.75,3.0,1.91,3.5,3.4,1.833,,,,3.5,3.4,1.83
I1,2002-04-14,Roma,Parma,3,1,H,2,1,H,1.35,4.2,7.3,1.4,3.7,6.4,1.4,3.75,7.0,1.364,4.0,7.0,1.364,4.0,7.0,1.4,3.6,7.5
I1,2002-04-14,Venezia,Perugia,0,2,A,0,2,A,4.4,3.3,1.65,,,,5.0,2.87,1.73,4.5,3.3,1.667,,,,5.5,3.1,1.61
I1,2002-04-14,Verona,Udinese,1,0,H,1,0,H,2.05,2.95,3.45,1.9,3.0,3.6,2.0,3.0,3.4,2.05,2.9,3.4,2.0,3.0,3.4,2.0,3.0,3.4
I1,2002-04-21,Brescia,Fiorentina,3,0,H,1,0,H,,,,1.1,6.5,13.0,,,,1.167,5.5,11.0,,,,1.2,5.0,11.0
I1,2002-04-21,Chievo,Inter,2,2,D,1,0,H,3.15,3.05,2.1,3.0,2.9,2.2,,,,3.3,3.1,2.0,3.3,3.1,2.0,3.3,3.1,2.0
I1,2002-04-21,Lazio,Verona,5,4,H,3,1,H,1.33,4.2,7.5,1.35,4.0,7.0,,,,1.286,4.333,9.0,1.3,4.333,8.0,1.33,4.0,8.0
I1,2002-04-21,Milan,Roma,0,0,D,0,0,D,2.5,2.95,2.6,2.3,2.9,2.8,,,,2.6,3.0,2.5,2.5,2.9,2.6,2.5,2.9,2.62
I1,2002-04-21,Parma,Atalanta,1,1,D,0,1,A,1.35,3.8,8.0,1.35,4.0,7.0,,,,1.4,3.4,8.0,,,,1.4,3.4,8.5
I1,2002-04-21,Perugia,Bologna,1,0,H,0,0,D,,,,2.4,2.7,2.9,,,,2.5,2.8,2.7,2.5,2.7,2.8,2.5,2.75,2.75
I1,2002-04-21,Piacenza,Juventus,0,1,A,0,0,D,5.25,3.5,1.55,4.2,3.2,1.7,,,,5.0,3.4,1.571,5.0,3.5,1.571,5.0,3.5,1.57
I1,2002-04-21,Torino,Lecce,1,1,D,0,1,A,,,,1.45,3.5,6.0,,,,1.3,4.0,8.0,,,,1.44,3.4,7.0
I1,2002-04-21,Udinese,Venezia,1,0,H,1,0,H,,,,1.2,4.7,9.0,,,,1.167,5.0,11.0,,,,1.1,6.5,15.0
I1,2002-04-28,Atalanta,Perugia,2,1,H,1,1,D,,,,1.9,2.4,4.0,,,,,,,,,,,,
I1,2002-04-28,Bologna,Lazio,2,0,H,0,0,D,2.7,3.0,2.35,2.5,3.0,2.5,,,,,,,2.5,2.9,2.6,,,
I1,2002-04-28,Fiorentina,Parma,1,2,A,1,0,H,,,,,,,,,,,,,,,,,,
I1,2002-04-28,Inter,Piacenza,3,1,H,1,1,D,1.25,5.0,9.0,1.35,4.0,7.0,,,,,,,1.25,4.5,10.0,,,
I1,2002-04-28,Juventus,Brescia,5,0,H,1,0,H,1.25,5.0,9.0,1.25,4.5,9.0,,,,,,,1.25,4.5,10.0,,,
I1,2002-04-28,Lecce,Udinese,1,2,A,0,0,D,,,,,,,,,,,,,,,,,,
I1,2002-04-28,Roma,Chievo,5,0,H,2,0,H,1.4,3.85,7.0,1.5,3.5,5.4,,,,,,,1.4,3.75,7.0,,,
I1,2002-04-28,Venezia,Torino,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,
I1,2002-04-28,Verona,Milan,1,2,A,1,0,H,2.85,3.0,2.28,2.8,2.9,2.3,,,,,,,2.875,3.0,2.25,,,
I1,2002-05-05,Brescia,Bologna,3,0,H,0,0,D,1.6,4.25,3.6,1.75,3.5,3.2,,,,1.7,3.75,3.5,,,,1.66,4.0,3.6
I1,2002-05-05,Chievo,Atalanta,2,1,H,0,0,D,1.25,4.6,7.6,1.4,3.9,6.0,,,,,,,,,,1.22,5.0,9.5
I1,2002-05-05,Lazio,Inter,4,2,H,2,2,D,4.9,4.0,1.5,3.2,3.5,1.8,,,,4.2,3.75,1.6,,,,5.0,4.33,1.44
I1,2002-05-05,Milan,Lecce,3,0,H,2,0,H,,,,1.1,7.0,15.0,,,,,,,,,,,,
I1,2002-05-05,Parma,Venezia,2,1,H,1,1,D,,,,,,,,,,,,,,,,1.33,4.0,8.0
I1,2002-05-05,Perugia,Fiorentina,2,0,H,2,0,H,,,,,,,,,,,,,,,,1.3,4.33,8.0
I1,2002-05-05,Piacenza,Verona,3,0,H,1,0,H,2.1,2.33,4.75,2.0,2.3,4.5,,,,2.0,2.375,4.5,,,,2.0,2.37,5.0
I1,2002-05-05,Torino,Roma,0,1,A,0,0,D,6.8,4.4,1.35,,,,,,,8.0,4.0,1.3,,,,10.0,4.5,1.25
I1,2002-05-05,Udinese,Juventus,0,2,A,0,2,A,,,,,,,,,,10.0,4.5,1.182,,,,,,
