Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58
D1,2004-03-07,Wolfsburg,FC Koln,2,0,H,1,0,H,18,15,12,22,6,8,4,0,0,0,1.533,3.5,5.5,1.6,3.45,5.85,1.55,3.5,4.8,1.533,3.4,5.5,1.53,3.5,5.5,1.53,3.5,5.5,1.5,3.4,6.0,1.65,2.05,1.66,2.15,1.7,2.05,-0.75,1.95,1.9,-1.0,2.0,1.9,-1.0,,,,,
D1,2004-03-13,Bayern Munich,Hansa Rostock,3,3,D,2,0,H,13,9,19,22,4,5,0,3,0,0,1.286,4.5,9.0,1.31,4.75,9.0,1.35,4.0,7.0,1.333,4.0,8.0,1.29,4.5,8.5,1.29,4.5,8.5,1.3,4.33,8.0,1.55,2.25,1.7,2.1,1.5,2.45,-1.0,1.9,1.95,-1.25,1.8,2.1,-1.25,,,,,
D1,2004-03-13,Ein Frankfurt,Schalke 04,3,0,H,0,0,D,14,12,11,16,4,8,3,3,0,0,2.625,3.2,2.375,2.7,3.25,2.45,2.7,3.0,2.3,2.6,3.2,2.375,2.62,3.2,2.38,2.62,3.2,2.38,2.62,3.2,2.3,1.85,1.85,1.95,1.85,1.47,2.45,0.5,1.8,2.05,0.25,1.8,2.1,0.25,,,,,
D1,2004-03-13,Freiburg,Dortmund,2,2,D,1,1,D,11,15,27,15,4,4,3,4,0,0,2.5,3.2,2.5,2.6,3.25,2.55,2.5,3.0,2.5,2.5,3.2,2.5,2.6,3.2,2.4,2.6,3.2,2.4,2.4,3.1,2.6,1.75,1.95,1.8,2.0,2.45,1.5,-0.25,2.05,1.8,0.0,2.1,1.8,0.0,,,,,
D1,2004-03-13,Hamburg,Hertha,2,0,H,1,0,H,15,15,27,24,3,3,2,3,0,2,1.909,3.25,3.5,2.05,3.25,3.45,2.0,3.1,3.2,1.909,3.25,3.4,1.91,3.25,3.5,1.91,3.25,3.5,1.9,3.2,3.5,1.71,2.0,1.8,2.0,1.45,2.6,0.0,2.05,1.8,-0.5,2.05,1.85,-0.5,,,,,
D1,2004-03-13,Hannover,Kaiserslautern,0,1,A,0,0,D,29,3,16,15,12,3,4,1,0,1,2.2,3.25,2.8,2.25,3.25,3.0,2.1,3.0,3.1,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.88,2.1,3.2,3.0,1.65,2.05,1.75,2.05,1.65,2.15,0.0,1.95,1.9,-0.25,2.025,1.875,-0.25,,,,,
D1,2004-03-13,Leverkusen,Wolfsburg,4,2,H,3,1,H,21,14,17,27,4,8,1,4,0,0,1.8,3.25,4.0,1.8,3.4,4.25,1.7,3.2,4.2,1.8,3.25,3.75,1.73,3.2,4.5,1.73,3.2,4.5,1.72,3.25,4.2,1.65,2.05,1.7,2.1,2.3,1.55,-1.0,2.05,1.8,-0.75,1.8,2.1,-0.5,,,,,
D1,2004-03-13,Werder Bremen,FC Koln,3,2,H,3,0,H,18,19,26,23,8,8,1,4,0,0,1.25,5.0,9.0,1.26,5.25,10.0,1.27,4.3,8.5,1.286,4.333,9.0,1.25,5.0,9.0,1.25,5.0,9.0,1.28,4.5,8.0,1.5,2.35,1.7,2.1,1.5,2.45,-1.25,1.8,2.05,-1.5,1.875,2.025,-1.5,,,,,
D1,2004-03-14,Bochum,M'gladbach,1,0,H,0,0,D,11,15,26,32,5,2,2,1,0,0,1.667,3.4,4.5,1.7,3.5,4.75,1.75,3.2,4.0,1.615,3.5,4.5,1.67,3.2,5.0,1.67,3.2,5.0,1.61,3.3,5.0,1.75,1.95,1.9,1.9,2.05,1.7,-1.0,2.0,1.85,-0.75,2.125,1.775,-0.75,,,,,
D1,2004-03-14,Stuttgart,Munich 1860,2,0,H,2,0,H,15,5,23,23,6,2,2,5,0,0,1.533,3.4,6.0,1.6,3.6,5.5,1.55,3.5,4.8,1.571,3.5,5.0,1.53,3.6,5.5,1.53,3.6,5.5,1.57,3.3,5.5,1.75,1.95,1.95,1.85,2.3,1.55,-1.25,1.95,1.9,-1.0,2.05,1.85,-1.0,,,,,
D1,2004-03-20,Dortmund,Ein Frankfurt,2,0,H,1,0,H,31,2,16,17,10,3,2,2,0,0,1.533,3.5,5.5,1.55,3.7,6.0,1.55,3.5,4.8,1.533,3.5,5.5,1.53,3.6,5.5,1.53,3.6,5.5,1.53,3.4,5.5,1.75,1.95,1.85,1.95,2.15,1.65,-1.25,2.05,1.8,-1.0,2.075,1.825,-1.0,,,,,
D1,2004-03-20,FC Koln,Stuttgart,2,2,D,1,1,D,10,17,19,22,2,9,2,0,0,0,3.5,3.25,1.909,3.75,3.3,1.95,3.5,3.2,1.85,3.4,3.25,1.909,3.3,3.2,2.0,3.3,3.2,2.0,3.5,3.2,1.9,2.0,1.71,2.1,1.7,2.1,1.67,0.25,1.95,1.9,0.5,1.9,2.0,0.5,,,,,
D1,2004-03-20,Hansa Rostock,Leverkusen,0,2,A,0,0,D,12,19,25,21,2,2,5,3,0,0,2.3,3.2,2.7,2.42,3.25,2.75,2.3,3.0,2.7,2.25,3.2,2.75,2.3,3.2,2.7,2.3,3.2,2.7,2.25,3.2,2.75,1.65,2.05,1.75,2.05,2.05,1.7,-0.25,1.85,2.0,0.0,1.825,2.075,0.0,,,,,
D1,2004-03-20,Hertha,Bayern Munich,1,1,D,1,1,D,15,12,21,20,10,12,1,3,0,0,3.5,3.25,1.909,3.75,3.3,1.95,3.5,3.1,1.9,3.5,3.4,1.833,3.5,3.25,1.91,3.5,3.25,1.9,3.75,3.3,1.8,1.71,2.0,1.75,2.05,2.15,1.65,0.25,1.95,1.9,0.5,1.975,1.925,0.5,,,,,
D1,2004-03-20,Kaiserslautern,Bochum,2,2,D,0,2,A,22,12,24,30,7,1,3,2,0,0,2.2,3.25,2.8,2.25,3.25,3.0,2.1,3.0,3.1,2.2,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.25,3.2,2.75,1.9,1.79,1.9,1.9,1.65,2.15,0.0,1.95,1.9,-0.25,1.9,2.0,-0.25,,,,,
D1,2004-03-20,M'gladbach,Hamburg,3,0,H,0,0,D,18,10,14,27,4,8,2,3,0,0,2.3,3.2,2.7,2.3,3.25,2.9,2.1,3.0,3.1,2.2,3.25,2.75,2.3,3.1,2.8,2.3,3.1,2.8,2.25,3.2,2.75,1.8,1.9,1.85,1.95,1.65,2.15,0.0,1.95,1.9,-0.25,2.075,1.825,-0.25,,,,,
D1,2004-03-20,Schalke 04,Hannover,2,2,D,0,1,A,12,10,14,20,7,6,3,4,0,0,1.533,3.5,5.5,1.57,3.6,6.0,1.65,3.3,4.4,1.5,3.4,6.0,1.5,3.6,6.0,1.5,3.6,6.0,1.53,3.4,5.5,1.71,2.0,1.9,1.9,2.15,1.65,-1.25,2.0,1.85,-1.0,2.025,1.875,-1.0,,,,,
D1,2004-03-21,Munich 1860,Freiburg,1,1,D,0,1,A,25,7,18,24,7,3,0,2,0,0,2.0,3.25,3.25,1.9,3.3,3.9,1.9,3.1,3.5,1.833,3.25,3.6,1.8,3.4,3.75,1.85,3.2,3.75,1.9,3.25,3.4,1.75,1.95,1.9,1.9,1.65,2.15,-0.25,1.95,1.9,-0.5,2.05,1.85,-0.5,,,,,
D1,2004-03-21,Wolfsburg,Werder Bremen,0,2,A,0,0,D,8,13,14,19,4,5,3,1,0,0,2.8,3.25,2.2,2.9,3.25,2.3,2.6,3.1,2.3,2.75,3.25,2.2,2.8,3.2,2.25,2.8,3.2,2.25,2.87,3.1,2.2,1.6,2.15,1.75,2.05,1.8,2.05,0.25,1.8,2.05,0.25,1.8,2.1,0.25,,,,,
D1,2004-03-27,Bayern Munich,M'gladbach,5,2,H,2,0,H,20,8,13,24,8,6,1,1,0,0,1.286,4.5,8.5,1.35,4.35,8.55,1.3,4.2,8.0,1.333,4.0,8.0,1.3,4.33,8.5,1.3,4.33,8.5,1.28,4.33,8.5,1.6,2.15,1.7,2.1,1.7,2.05,-1.25,2.0,1.85,-1.5,2.125,1.775,-1.5,,,,,
D1,2004-03-27,Bochum,Schalke 04,1,2,A,1,0,H,13,20,18,13,11,6,3,0,0,0,2.2,3.25,2.8,2.3,3.25,2.9,2.3,3.0,2.7,2.25,3.2,2.75,2.2,3.0,3.1,2.2,3.0,3.1,2.2,3.0,3.0,1.85,1.85,2.0,1.8,1.65,2.15,0.0,2.0,1.85,-0.25,2.1,1.8,-0.25,,,,,
D1,2004-03-27,Ein Frankfurt,Munich 1860,0,3,A,0,2,A,15,13,17,27,12,3,3,3,0,0,2.0,3.25,3.25,1.95,3.3,3.75,2.0,3.1,3.2,1.909,3.2,3.5,1.91,3.25,3.5,1.9,3.25,3.5,1.9,3.25,3.4,1.79,1.9,1.85,1.95,1.65,2.15,-0.25,1.95,1.9,-0.5,2.075,1.825,-0.5,,,,,
D1,2004-03-27,Freiburg,FC Koln,3,0,H,1,0,H,14,20,12,24,4,5,1,3,0,0,1.667,3.4,4.5,1.7,3.55,4.65,1.65,3.3,4.4,1.667,3.4,4.333,1.62,3.4,5.0,1.61,3.4,5.0,1.57,3.5,5.0,1.71,2.0,1.8,2.0,2.15,1.65,-1.0,1.85,2.0,-0.75,1.925,1.975,-0.75,,,,,
D1,2004-03-27,Hannover,Dortmund,1,1,D,0,1,A,15,5,11,21,5,2,1,4,0,0,2.7,3.2,2.3,2.9,3.25,2.3,2.7,3.0,2.3,2.75,3.2,2.25,2.8,3.2,2.25,2.8,3.2,2.25,2.62,3.2,2.3,1.65,2.05,1.75,2.05,1.9,1.95,0.25,1.9,1.95,0.25,1.875,2.025,0.25,,,,,
D1,2004-03-27,Hansa Rostock,Wolfsburg,3,1,H,3,1,H,12,15,25,21,4,9,3,3,0,0,1.909,3.25,3.5,1.95,3.3,3.75,2.0,2.9,3.4,1.833,3.25,3.6,1.85,3.25,3.75,1.85,3.25,3.75,1.83,3.3,3.6,1.71,2.0,1.8,2.0,1.7,2.15,-0.25,1.95,1.9,-0.5,2.05,1.85,-0.5,,,,,
D1,2004-03-27,Leverkusen,Hertha,4,1,H,2,1,H,16,10,16,17,3,3,0,3,0,0,1.667,3.4,4.5,1.75,3.4,4.5,1.75,3.2,4.0,1.667,3.4,4.333,1.67,3.4,4.5,1.66,3.4,4.5,1.66,3.3,4.5,1.6,2.15,1.7,2.1,2.15,1.65,-1.0,1.95,1.9,-0.75,1.85,2.05,-0.75,,,,,
D1,2004-03-28,Hamburg,Kaiserslautern,3,2,H,1,0,H,15,14,30,24,7,5,2,4,0,0,1.8,3.25,4.0,1.85,3.3,4.2,1.9,3.0,3.6,1.8,3.25,3.75,1.85,3.25,3.75,1.85,3.25,3.75,1.83,3.2,3.75,1.79,1.9,1.85,1.95,1.55,2.3,-0.25,1.85,2.0,-0.5,1.9,2.0,-0.5,,,,,
D1,2004-03-28,Stuttgart,Werder Bremen,4,4,D,2,3,A,23,13,20,29,5,1,1,5,0,0,2.4,3.2,2.6,2.45,3.15,2.75,2.4,2.9,2.7,2.375,3.0,2.75,2.4,3.1,2.7,2.4,3.1,2.7,2.5,3.1,2.5,1.85,1.85,2.0,1.8,2.05,1.73,-0.25,1.8,2.05,0.0,1.775,2.125,0.0,,,,,
D1,2004-04-03,FC Koln,Ein Frankfurt,2,0,H,2,0,H,18,14,34,22,4,7,3,2,0,0,2.3,3.2,2.7,2.25,3.25,3.0,2.4,3.2,2.4,2.2,3.25,2.75,2.3,3.2,2.7,2.3,3.2,2.7,2.3,3.2,2.62,1.85,1.85,1.85,1.95,1.6,2.2,0.0,1.95,1.9,-0.25,1.975,1.925,-0.25,,,,,
D1,2004-04-03,Hertha,Hansa Rostock,1,1,D,0,0,D,12,10,22,19,7,3,0,0,0,0,1.909,3.25,3.5,1.8,3.4,4.25,1.85,3.1,3.6,1.833,3.2,3.75,1.91,3.25,3.5,1.9,3.25,3.5,1.9,3.3,3.3,1.75,1.95,2.0,1.8,1.5,2.45,-0.25,1.85,2.0,-0.5,1.9,2.0,-0.5,,,,,
D1,2004-04-03,Kaiserslautern,Bayern Munich,0,2,A,0,0,D,11,21,25,16,1,6,3,2,0,0,3.5,3.25,1.909,3.9,3.3,1.9,3.2,3.1,2.0,3.4,3.25,1.909,3.75,3.25,1.85,3.75,3.25,1.85,3.2,3.2,2.0,1.75,1.95,1.9,1.9,2.15,1.65,0.25,2.0,1.85,0.5,2.0,1.9,0.5,,,,,
D1,2004-04-03,M'gladbach,Leverkusen,0,0,D,0,0,D,14,6,22,26,7,3,2,3,0,0,2.625,3.2,2.375,2.65,3.25,2.5,2.9,3.0,2.2,2.5,3.2,2.5,2.62,3.2,2.38,2.62,3.2,2.37,2.6,3.1,2.4,1.65,2.05,1.85,1.95,2.3,1.55,-0.25,1.8,2.05,0.25,2.125,1.775,0.0,,,,,
D1,2004-04-03,Munich 1860,Hannover,0,2,A,0,0,D,9,13,25,21,2,6,4,4,0,0,1.833,3.25,3.75,1.95,3.3,3.7,1.9,3.1,3.5,1.909,3.2,3.5,1.85,3.25,3.75,1.85,3.25,3.75,1.83,3.2,3.75,1.71,2.0,1.95,1.85,1.67,2.1,-0.25,2.0,1.85,-0.5,2.075,1.825,-0.5,,,,,
D1,2004-04-03,Schalke 04,Hamburg,4,1,H,3,1,H,17,15,26,18,8,8,2,3,0,0,1.833,3.25,3.75,1.8,3.3,4.4,1.8,3.1,3.8,1.8,3.25,3.75,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.1,4.0,1.79,1.9,1.9,1.9,1.5,2.45,-0.25,1.8,2.05,-0.5,1.825,2.075,-0.5,,,,,
D1,2004-04-03,Wolfsburg,Stuttgart,1,5,A,1,3,A,14,15,19,22,6,2,2,2,0,0,2.625,3.2,2.375,2.75,3.3,2.4,2.9,3.0,2.2,2.5,3.25,2.4,2.6,3.0,2.5,2.6,3.0,2.5,2.6,3.1,2.4,1.79,1.9,1.65,2.2,2.3,1.55,-0.25,2.0,1.85,0.0,2.075,1.825,0.0,,,,,
D1,2004-04-04,Dortmund,Bochum,4,1,H,3,1,H,14,8,16,26,6,3,1,5,0,0,1.8,3.25,4.0,1.77,3.3,4.6,1.8,3.1,3.8,1.727,3.2,4.333,1.75,3.25,4.2,1.75,3.25,4.2,1.72,3.2,4.33,1.75,1.95,1.85,1.95,2.15,1.65,-1.0,1.95,1.9,-0.75,2.05,1.85,-0.75,,,,,
D1,2004-04-04,Werder Bremen,Freiburg,1,1,D,1,1,D,21,7,16,19,5,4,2,3,0,0,1.333,4.0,8.5,1.36,4.5,8.0,1.3,4.2,8.0,1.333,4.0,8.0,1.33,4.0,8.5,1.33,4.0,8.5,1.3,4.2,8.5,1.45,2.5,1.8,2.0,1.67,2.1,-1.0,1.9,1.95,-1.25,1.875,2.025,-1.25,,,,,
D1,2004-04-10,Bayern Munich,Schalke 04,2,1,H,1,1,D,15,14,16,25,8,4,0,1,0,0,1.5,3.5,6.0,1.57,3.6,6.0,1.5,3.7,5.0,1.533,3.5,5.5,1.53,3.6,5.5,1.53,3.6,5.5,1.5,3.4,6.0,1.65,2.05,1.7,2.1,2.3,1.55,-1.25,1.95,1.9,-1.0,2.05,1.85,-1.0,,,,,
D1,2004-04-10,Bochum,Munich 1860,4,0,H,2,0,H,13,11,18,22,3,3,2,2,0,0,1.667,3.4,4.5,1.77,3.4,4.4,1.75,3.2,4.0,1.727,3.4,4.0,1.73,3.3,4.33,1.72,3.3,4.33,1.72,3.2,4.33,1.71,2.0,1.9,1.9,2.3,1.55,-1.0,2.05,1.8,-0.75,2.1,1.8,-0.75,,,,,
D1,2004-04-10,Ein Frankfurt,Werder Bremen,0,1,A,0,0,D,13,18,13,23,4,5,3,0,1,1,3.75,3.4,1.8,3.95,3.45,1.85,3.5,3.1,1.9,3.6,3.4,1.8,3.75,3.4,1.8,3.75,3.4,1.8,3.75,3.3,1.8,1.65,2.05,1.75,2.05,1.7,2.05,0.75,1.9,1.95,0.5,1.925,1.975,0.5,,,,,
D1,2004-04-10,Hamburg,Dortmund,0,2,A,0,2,A,9,23,33,20,4,1,3,1,0,0,2.375,3.2,2.625,2.42,3.25,2.75,2.5,3.0,2.5,2.375,3.2,2.6,2.3,3.1,2.8,2.3,3.1,2.8,2.25,3.1,2.8,1.71,2.0,1.75,2.05,2.15,1.65,-0.25,1.8,2.05,0.0,1.775,2.125,0.0,,,,,
D1,2004-04-10,Hansa Rostock,M'gladbach,1,2,A,1,1,D,10,15,25,21,2,7,2,5,0,0,1.8,3.25,4.0,1.95,3.3,3.75,1.85,3.1,3.6,1.833,3.2,3.75,1.85,3.25,3.75,1.85,3.25,3.75,1.8,3.1,4.0,1.71,2.0,1.8,2.0,1.67,2.1,-0.25,2.0,1.85,-0.5,2.0,1.9,-0.5,,,,,
D1,2004-04-10,Hertha,Wolfsburg,1,0,H,1,0,H,13,8,32,17,6,5,4,2,0,0,1.909,3.25,3.5,1.85,3.35,4.1,1.9,3.1,3.5,1.833,3.2,3.75,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.1,4.0,1.65,2.05,1.8,2.0,1.55,2.3,-0.25,1.85,2.0,-0.5,1.95,1.95,-0.5,,,,,
D1,2004-04-10,Leverkusen,Kaiserslautern,6,0,H,4,0,H,16,10,14,19,3,4,0,3,0,0,1.571,3.4,5.5,1.6,3.55,5.6,1.55,3.5,4.8,1.571,3.5,5.0,1.57,3.4,5.5,1.57,3.4,5.5,1.57,3.5,5.0,1.6,2.15,1.7,2.1,2.05,1.7,-1.0,1.8,2.05,-0.75,1.85,2.05,-0.75,,,,,
D1,2004-04-11,Freiburg,Stuttgart,0,1,A,0,1,A,14,14,14,21,5,6,1,2,0,0,2.625,3.2,2.375,2.85,3.25,2.35,2.9,3.0,2.2,2.75,3.2,2.25,2.6,3.2,2.4,2.6,3.2,2.4,2.62,3.1,2.37,1.71,2.0,1.8,2.0,1.8,2.05,0.25,1.85,2.0,0.25,1.85,2.05,0.25,,,,,
D1,2004-04-11,Hannover,FC Koln,1,0,H,1,0,H,15,10,21,17,3,3,1,4,0,0,1.667,3.4,4.5,1.75,3.4,4.5,1.75,3.2,4.0,1.727,3.4,4.0,1.73,3.3,4.33,1.72,3.3,4.33,1.66,3.3,4.5,1.65,2.05,1.75,2.05,2.05,1.7,-0.75,1.8,2.05,-0.5,1.8,2.1,-0.5,,,,,
D1,2004-04-17,Dortmund,Bayern Munich,2,0,H,0,0,D,15,11,16,16,4,1,1,4,0,0,2.6,3.2,2.4,2.55,3.3,2.55,2.5,3.0,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.6,3.1,2.4,1.79,1.9,1.8,2.0,2.3,1.55,-0.25,2.05,1.8,0.0,2.05,1.85,0.0,,,,,
D1,2004-04-17,Kaiserslautern,Hansa Rostock,3,2,H,2,1,H,36,11,26,30,5,2,3,3,0,1,2.0,3.25,3.25,1.9,3.35,3.85,2.0,3.1,3.2,1.91,3.2,3.5,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.1,3.3,1.75,1.95,1.9,1.9,1.65,2.15,-0.25,1.9,1.95,-0.5,1.975,1.925,-0.5,,,,,
D1,2004-04-17,M'gladbach,Hertha,1,1,D,0,1,A,20,8,17,21,8,4,2,4,0,0,2.1,3.25,3.0,2.12,3.3,3.2,2.2,2.9,3.0,2.1,3.2,3.0,2.1,3.2,3.1,2.1,3.2,3.1,2.1,3.2,3.0,1.75,1.95,1.9,1.9,1.5,2.45,0.0,1.9,1.95,-0.25,1.9,2.0,-0.25,,,,,
D1,2004-04-17,Munich 1860,Hamburg,1,2,A,0,0,D,21,7,19,35,4,5,3,3,0,0,2.2,3.25,2.8,2.12,3.3,3.2,2.0,3.1,3.2,2.1,3.2,3.0,2.25,3.2,2.8,2.25,3.2,2.8,2.2,3.2,2.8,1.75,1.95,1.85,1.95,1.55,2.3,0.0,1.9,1.95,-0.25,1.9,2.0,-0.25,,,,,
D1,2004-04-17,Schalke 04,Leverkusen,2,3,A,0,1,A,23,12,11,15,14,3,1,2,0,0,2.2,3.25,2.8,2.25,3.25,3.0,2.4,2.8,2.8,2.2,3.2,2.8,2.2,3.2,2.9,2.2,3.2,2.9,2.25,3.0,2.87,1.9,1.79,1.85,1.95,1.65,2.15,0.0,2.0,1.85,-0.25,2.025,1.875,-0.25,,,,,
D1,2004-04-17,Stuttgart,Ein Frankfurt,3,1,H,1,0,H,16,9,15,15,8,4,0,1,0,0,1.364,4.0,7.5,1.35,4.3,9.0,1.37,3.8,7.0,1.36,3.75,8.0,1.33,4.0,8.5,1.33,4.0,9.0,1.4,3.75,7.0,1.71,2.0,1.75,2.05,1.75,2.0,-1.25,1.95,1.9,-1.5,2.05,1.85,-1.5,,,,,
D1,2004-04-17,Wolfsburg,Freiburg,4,0,H,2,0,H,15,9,17,19,5,4,2,2,0,1,1.833,3.25,3.75,1.77,3.4,4.5,1.75,3.2,4.0,1.8,3.25,3.75,1.8,3.2,4.0,1.8,3.25,4.0,1.83,3.3,3.6,1.6,2.15,1.7,2.1,2.15,1.65,-0.75,1.75,2.1,-0.5,1.825,2.075,-0.5,,,,,
D1,2004-04-18,FC Koln,Bochum,1,2,A,0,1,A,19,7,21,16,3,7,2,3,0,0,2.6,3.2,2.4,2.55,3.3,2.55,2.7,3.0,2.3,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.3,2.37,1.65,2.05,1.8,2.0,2.3,1.55,-0.25,2.05,1.8,0.0,2.075,1.825,0.0,,,,,
D1,2004-04-18,Werder Bremen,Hannover,0,0,D,0,0,D,15,6,24,26,5,2,2,1,0,0,1.364,4.0,7.5,1.4,4.0,7.5,1.4,3.9,6.0,1.36,3.75,8.0,1.33,4.0,8.5,1.33,4.0,9.0,1.36,4.0,7.0,1.5,2.35,1.61,2.25,1.75,2.0,-1.0,1.95,1.9,-1.25,2.05,1.85,-1.25,,,,,
D1,2004-04-24,Ein Frankfurt,Freiburg,3,0,H,2,0,H,20,13,26,22,3,3,3,2,0,0,2.1,3.25,3.0,2.05,3.2,3.5,2.1,3.0,3.1,2.0,3.2,3.2,2.0,3.25,3.25,2.0,3.25,3.25,2.1,3.2,3.0,1.71,2.0,1.85,1.95,1.7,2.05,-0.5,2.05,1.8,-0.5,2.075,1.825,-0.5,,,,,
D1,2004-04-24,Hamburg,FC Koln,4,2,H,1,1,D,20,14,20,28,7,1,1,3,0,0,1.44,3.75,6.5,1.5,3.8,6.3,1.45,3.8,5.4,1.5,3.4,6.0,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.6,6.5,1.65,2.05,1.75,2.05,1.67,2.1,-1.0,1.95,1.9,-1.25,,,,,,,,
D1,2004-04-24,Hannover,Stuttgart,0,1,A,0,1,A,11,5,13,30,7,4,0,0,0,0,2.75,3.25,2.25,3.05,3.2,2.25,2.9,3.0,2.2,2.75,3.2,2.25,2.8,3.2,2.25,2.8,3.2,2.25,3.0,3.2,2.1,1.75,1.95,1.9,1.9,1.9,1.95,0.5,1.9,1.95,0.5,1.925,1.975,0.5,,,,,
D1,2004-04-24,Hansa Rostock,Schalke 04,3,1,H,1,1,D,16,16,16,19,6,6,3,2,0,0,2.4,3.2,2.6,2.55,3.3,2.55,2.3,3.0,2.7,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.37,3.1,2.62,1.71,2.0,1.8,2.0,2.2,1.6,-0.5,1.9,1.95,0.0,1.875,2.025,0.0,,,,,
D1,2004-04-24,Hertha,Kaiserslautern,3,0,H,3,0,H,12,17,25,14,2,4,2,4,0,0,1.9,3.25,3.5,1.85,3.3,4.0,1.75,3.2,4.0,1.91,3.2,3.5,1.83,3.25,3.75,1.85,3.25,3.75,1.83,3.2,3.75,1.75,1.95,1.75,2.05,1.55,2.3,-0.5,1.85,2.0,-0.5,1.875,2.025,-0.5,,,,,
D1,2004-04-24,Leverkusen,Dortmund,3,0,H,2,0,H,16,13,23,17,3,6,2,2,0,0,2.2,3.25,2.8,2.2,3.25,3.1,2.1,2.9,3.2,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.88,2.1,3.1,3.1,1.65,2.05,1.75,2.05,1.6,2.2,0.0,1.9,1.95,-0.5,1.95,1.95,-0.5,,,,,
D1,2004-04-24,M'gladbach,Wolfsburg,0,2,A,0,1,A,26,9,9,13,10,4,1,4,0,0,1.9,3.25,3.5,1.95,3.25,3.8,2.0,3.0,3.3,1.91,3.0,3.75,1.91,3.2,3.6,1.91,3.2,3.6,1.9,3.1,3.6,1.71,2.0,1.8,2.0,1.67,2.1,-0.5,2.0,1.85,-0.5,2.025,1.875,-0.5,,,,,
D1,2004-04-25,Bayern Munich,Munich 1860,1,0,H,0,0,D,17,9,23,30,8,6,1,3,0,0,1.4,3.75,7.5,1.4,4.2,7.5,1.5,3.7,5.0,1.44,3.5,7.0,1.44,3.75,6.5,1.44,3.75,6.5,1.36,3.75,8.0,1.71,2.0,1.65,2.2,1.67,2.1,-1.25,1.95,1.9,-1.5,2.05,1.85,-1.5,,,,,
D1,2004-04-25,Bochum,Werder Bremen,0,0,D,0,0,D,12,25,17,16,5,4,1,2,0,0,2.6,3.2,2.4,2.85,3.15,2.4,2.7,3.0,2.3,2.75,3.0,2.38,2.75,3.0,2.38,2.75,3.0,2.4,2.75,3.1,2.3,1.71,2.0,1.75,2.05,2.3,1.55,-0.5,2.1,1.75,0.0,2.125,1.775,0.0,,,,,
D1,2004-05-01,Dortmund,Hansa Rostock,4,1,H,3,0,H,17,5,19,25,8,4,2,1,0,0,1.53,3.4,6.0,1.45,3.9,7.2,1.37,3.9,6.5,1.44,3.6,6.5,1.5,3.75,5.5,1.44,3.6,6.5,1.5,3.75,5.5,1.65,2.05,1.7,2.1,1.75,2.0,-1.0,1.9,1.95,-1.25,2.05,1.85,-1.25,,,,,
D1,2004-05-22,Leverkusen,Stuttgart,2,0,H,0,0,D,13,14,27,22,5,2,3,4,0,0,2.1,3.0,3.2,2.0,3.1,3.3,2.0,3.1,3.2,2.0,3.2,3.2,2.1,3.0,3.25,2.1,3.0,3.25,1.9,3.1,3.6,,,,,2.0,1.6,-0.5,,,,1.85,2.05,-0.25,,,,,
D1,2004-05-22,M'gladbach,Munich 1860,3,1,H,2,1,H,14,18,27,20,4,10,4,2,0,0,2.7,3.6,2.1,2.55,3.6,2.2,2.6,3.3,2.2,2.5,3.5,2.25,2.6,3.6,2.2,2.6,3.6,2.2,2.5,3.75,2.2,,,,,1.49,2.2,0.5,,,,,,,,,,,
D1,2004-05-22,Wolfsburg,Schalke 04,1,1,D,1,1,D,13,14,14,12,5,4,1,1,0,0,2.1,3.2,3.0,2.05,3.25,3.0,2.0,3.1,3.2,2.0,3.2,3.2,2.05,3.2,3.2,2.05,3.2,3.2,1.9,3.2,3.5,,,,,2.05,1.56,-0.5,,,,2.0,1.9,-0.25,,,,,
